fips,pct_overall_pov_19,med_inc_19
45089,27.8,"34,409"
45091,8.6,"68,468"
46003,10.2,"56,360"
46005,12.9,"51,844"
46007,31.6,"36,345"
46009,14.1,"52,660"
46011,11.9,"59,036"
46013,9.4,"61,447"
46015,12.6,"65,008"
46017,39.8,"26,671"
46019,12.9,"50,105"
46021,10.5,"56,043"
46023,21.2,"51,340"
46025,12.1,"54,158"
46027,19,"51,039"
46029,9.7,"63,442"
46031,40.3,"32,848"
46033,9.6,"63,665"
46035,11.7,"57,367"
46037,13.2,"51,516"
46039,8.7,"65,217"
46041,27.6,"47,640"
46043,11.2,"56,030"
46045,10.7,"59,905"
46047,13.9,"49,965"
46049,15.7,"49,198"
46051,9.1,"60,057"
46053,15.5,"42,868"
46055,11.4,"50,747"
46057,8.9,"60,864"
46059,10.3,"56,239"
46061,7.9,"78,478"
46063,11.9,"55,482"
46065,8.9,"66,952"
46067,10.5,"59,336"
46069,11.5,"63,454"
46071,29.9,"37,879"
46073,16.3,"52,162"
46075,12.9,"52,650"
46077,8.5,"61,992"
46079,9.5,"63,946"
46081,12.4,"53,902"
46083,3.8,"86,235"
46085,21.1,"47,813"
46087,9.2,"62,535"
46089,19.5,"43,243"
46091,11.8,"59,103"
46093,8.7,"59,981"
46095,33.3,"36,489"
46097,10.5,"52,230"
46099,8.7,"63,162"
46101,8.7,"61,029"
46102,40.1,"34,078"
46103,12,"58,919"
46105,14.5,"49,999"
46107,10.4,"58,012"
46109,19.6,"49,088"
46111,12.6,"56,507"
46115,11.5,"54,666"
46117,7.7,"70,472"
46119,8.2,"61,791"
46121,43.4,"34,015"
46123,18.8,"50,503"
46125,10.1,"63,852"
46127,6.3,"83,910"
46129,15.1,"51,472"
46135,10.1,"60,868"
46137,47.7,"33,508"
47001,15.3,"50,973"
47003,13.9,"50,539"
47005,17.6,"42,322"
47007,27.3,"42,730"
47009,10.5,"59,368"
47011,14.5,"52,534"
47013,21.9,"42,500"
47015,13,"52,960"
47017,16.8,"43,258"
47019,19.3,"39,964"
47021,9.6,"62,786"
47023,14.8,"50,769"
47025,19.7,"40,116"
47027,20.1,"36,694"
47029,22.8,"40,528"
47031,14.4,"54,931"
47033,15.8,"45,642"
47035,13.3,"49,142"
47037,12.6,"63,846"
47039,16,"45,215"
47041,18,"46,407"
47043,10.1,"59,126"
47045,17.3,"48,770"
47047,11.2,"67,345"
47049,20.9,"38,608"
47051,13.9,"54,319"
47053,14.3,"46,384"
47055,13.4,"50,847"
47057,17.1,"44,929"
47059,15.9,"44,975"
47061,21.4,"38,447"
47063,14.4,"46,842"
47065,12.7,"57,802"
47067,26.4,"31,938"
47069,19.2,"40,989"
47071,17.5,"44,510"
47073,18.1,"46,602"
47075,20.7,"38,950"
47077,15.8,"46,826"
47079,18.3,"43,159"
47081,16.3,"46,176"
47083,17.8,"40,915"
47085,13.1,"52,121"
47087,17.1,"41,749"
47089,12.5,"50,332"
47091,25.2,"40,219"
47093,13.4,"60,316"
47095,35.5,"34,059"
47097,19.3,"43,545"
47099,16.7,"43,448"
47101,15.2,"45,874"
47103,12.8,"54,558"
47105,9.7,"65,226"
47107,14.5,"49,836"
47109,17,"45,469"
47111,15.5,"44,334"
47113,17.6,"50,401"
47115,15.3,"47,675"
47117,13.1,"58,151"
47119,8.5,"66,434"
47121,16.1,"48,334"
47123,16.5,"50,506"
47125,12,"57,606"
47127,10,"61,804"
47129,22,"43,952"
47131,14.6,"44,061"
47133,17.1,"43,636"
47135,14.4,"42,939"
47137,17.8,"41,860"
47139,15.3,"45,922"
47141,16.1,"49,083"
47143,15.4,"47,599"
47145,14.6,"50,561"
47147,10.5,"65,790"
47149,10,"69,614"
47151,22,"38,750"
47153,17.4,"46,876"
47155,12.9,"54,476"
47157,17.2,"52,659"
47159,15.3,"54,570"
47161,12.9,"52,177"
47163,15.1,"51,303"
47165,8.6,"69,391"
47167,10.5,"61,436"
47169,15.8,"51,982"
47171,15.8,"44,548"
47173,18.3,"48,106"
47175,15.5,"44,451"
47177,15.9,"46,144"
47179,15.8,"51,879"
47181,17.3,"45,091"
47183,17.7,"42,506"
47185,16,"43,583"
47187,4.3,"119,637"
47189,7.4,"80,080"
48001,19.8,"48,461"
48003,10.2,"74,918"
48005,15.6,"51,750"
48007,18.7,"53,085"
48009,10.3,"63,731"
48011,10.6,"64,424"
48013,14.7,"57,309"
48015,11.1,"68,311"
48017,15.9,"46,174"
48019,12.9,"59,604"
48021,14,"62,627"
48023,15.9,"41,539"
48025,24,"44,171"
48027,13.8,"54,831"
48029,15.2,"58,956"
48031,8.6,"68,404"
48033,10.6,"71,926"
48035,13.7,"55,179"
48037,16.8,"51,207"
48039,8.6,"83,704"
48041,20,"54,471"
48043,13.1,"48,581"
48045,15,"44,259"
48047,29.6,"31,410"
48049,13.7,"56,040"
48051,13.8,"61,745"
48053,10.5,"62,827"
48055,14.4,"55,301"
48057,14.7,"55,909"
48059,12.1,"50,812"
48061,25.5,"40,893"
48063,16.6,"47,091"
48065,8.5,"69,760"
48067,17.3,"44,529"
48069,15.3,"51,736"
48071,8.6,"93,351"
48073,16.5,"46,576"
48075,21.9,"44,095"
48077,11.5,"59,983"
48079,19.5,"43,742"
48081,13.1,"48,435"
48083,17.7,"44,834"
48085,6.1,"96,847"
48087,19.8,"40,314"
48089,13.6,"55,607"
48091,6.7,"87,976"
48093,13.5,"54,122"
48095,15.1,"43,321"
48097,12.7,"61,186"
48099,11.8,"53,083"
48101,18.9,"40,449"
48103,9.6,"68,626"
48105,13.8,"54,165"
48107,22.1,"38,871"
48109,19.7,"44,462"
48111,11.4,"55,793"
48113,14,"61,807"
48115,20.6,"48,165"
48117,17,"46,178"
48119,16,"51,348"
48121,6.5,"90,910"
48123,17.1,"52,544"
48125,19.4,"41,973"
48127,25.3,"40,315"
48129,16.4,"41,093"
48131,23.9,"37,100"
48133,16.7,"46,991"
48135,12.1,"65,564"
48137,20.7,"40,424"
48139,8.7,"78,341"
48141,18.8,"48,629"
48143,15.2,"53,044"
48145,21.6,"41,484"
48147,13.2,"56,123"
48149,10.9,"62,195"
48151,13.3,"51,053"
48153,17.3,"45,022"
48155,17,"38,615"
48157,6.6,"101,361"
48159,14.4,"50,630"
48161,15.5,"52,511"
48163,27.7,"40,360"
48165,13.2,"67,171"
48167,11.3,"73,214"
48169,24.2,"48,975"
48171,8.5,"62,143"
48173,7.9,"93,759"
48175,13.4,"56,758"
48177,16.2,"48,425"
48179,14.5,"52,543"
48181,11.6,"57,439"
48183,16.5,"53,137"
48185,15.9,"51,651"
48187,7.4,"78,801"
48189,17.9,"49,187"
48191,25.4,"35,940"
48193,14.3,"52,505"
48195,11.7,"58,703"
48197,19.2,"40,057"
48199,12.1,"62,616"
48201,15,"61,638"
48203,17.8,"55,171"
48205,8.6,"72,796"
48207,20.7,"38,613"
48209,11.2,"72,890"
48211,9.1,"71,299"
48213,17.5,"49,896"
48215,26.9,"41,656"
48217,13.1,"53,210"
48219,15.5,"51,149"
48221,9.2,"74,534"
48223,14.7,"50,332"
48225,20.9,"43,601"
48227,17,"61,112"
48229,28,"39,309"
48231,14.8,"57,513"
48233,11.4,"57,936"
48235,7.4,"68,630"
48237,15.6,"55,358"
48239,13.8,"55,800"
48241,19.5,"47,252"
48243,12.7,"53,362"
48245,16.9,"55,173"
48247,22.8,"38,788"
48249,21,"44,444"
48251,11,"66,538"
48253,20.4,"51,094"
48255,21,"54,843"
48257,9.8,"75,009"
48259,7.4,"94,899"
48261,14.2,"46,132"
48263,11.5,"52,591"
48265,12.5,"57,789"
48267,17,"44,757"
48269,11,"71,256"
48271,18.9,"47,076"
48273,23.3,"47,169"
48275,19.1,"40,808"
48277,18.4,"47,061"
48279,18.5,"42,719"
48281,12.4,"58,817"
48283,26.6,"41,683"
48285,11,"52,632"
48287,10.7,"59,250"
48289,14.4,"50,522"
48291,14.4,"53,274"
48293,19.2,"43,644"
48295,12.4,"65,388"
48297,16.5,"54,163"
48299,10.8,"55,617"
48301,7.1,"88,487"
48303,17.9,"54,733"
48305,16,"45,737"
48307,17.6,"43,262"
48309,18,"51,078"
48311,10.5,"68,349"
48313,17.8,"46,274"
48315,21.4,"37,876"
48317,12.1,"68,745"
48319,11.7,"54,914"
48321,17.5,"49,276"
48323,26.9,"40,017"
48325,12.2,"60,695"
48327,20.7,"38,425"
48329,9.9,"85,811"
48331,16.3,"48,989"
48333,13.2,"46,876"
48335,19.5,"44,457"
48337,12.9,"53,649"
48339,8.9,"88,833"
48341,11.9,"55,099"
48343,18.1,"43,304"
48345,17.6,"40,217"
48347,20.9,"46,207"
48349,13.4,"48,649"
48351,22.8,"45,890"
48353,17.5,"46,389"
48355,16.5,"56,079"
48357,11.4,"62,567"
48359,13.1,"59,404"
48361,12.5,"62,976"
48363,17.2,"50,159"
48365,14.3,"56,882"
48367,8.2,"82,501"
48369,11.8,"50,607"
48371,18.7,"52,763"
48373,16.7,"50,416"
48375,20.3,"41,138"
48377,19.2,"33,499"
48379,13.4,"65,657"
48381,9,"70,694"
48383,8.9,"67,384"
48385,17.7,"40,834"
48387,19.6,"41,325"
48389,22.1,"48,990"
48391,18,"46,883"
48393,7.4,"70,705"
48395,20.7,"47,016"
48397,4.8,"105,763"
48399,17.2,"48,650"
48401,15.4,"56,036"
48403,17.6,"43,778"
48405,22.5,"40,094"
48407,16.8,"42,633"
48409,14.4,"57,302"
48411,20.7,"46,061"
48413,15,"53,286"
48415,14.7,"56,299"
48417,12.7,"65,095"
48419,21.4,"39,708"
48421,11.1,"55,473"
48423,12.9,"59,538"
48425,9.4,"67,897"
48427,32.5,"32,516"
48429,17,"46,658"
48431,10.7,"66,790"
48433,15.1,"48,267"
48435,13.1,"63,427"
48437,20.6,"44,388"
48439,10.2,"70,130"
48441,14,"54,465"
48443,17.5,"45,677"
48445,21.6,"42,953"
48447,13.9,"42,746"
48449,16.3,"49,924"
48451,12.9,"54,774"
48453,10.8,"80,690"
48455,17.9,"43,788"
48457,17.2,"48,254"
48459,14.9,"53,078"
48461,13.8,"58,908"
48463,19.8,"44,690"
48465,20.8,"45,034"
48467,13.6,"55,554"
48469,14.3,"57,344"
48471,21.4,"47,519"
48473,13.2,"61,822"
48475,12.4,"61,396"
48477,10.6,"59,039"
48479,20.9,"52,576"
48481,16.4,"49,901"
48483,11.6,"58,544"
48485,13.9,"51,535"
48487,14.9,"42,570"
48489,30.5,"35,821"
48491,5.4,"92,661"
48493,8.3,"76,905"
48495,12.5,"64,894"
48497,8.3,"70,468"
48499,14.3,"56,945"
48501,10.6,"62,636"
48503,13.6,"52,643"
48505,30.1,"36,069"
48507,29.6,"32,538"
49001,8.9,"58,309"
49003,7.5,"69,380"
49005,13.1,"63,180"
49007,16.4,"52,110"
49009,6.7,"63,433"
49011,5.5,"87,610"
49013,14.2,"59,437"
49015,10.9,"61,893"
49017,9.4,"54,625"
49019,12.2,"53,535"
49021,13.1,"58,307"
49023,9,"66,056"
49025,9.4,"55,887"
49027,11.8,"59,069"
49029,4,"101,943"
49031,15.7,"42,196"
49033,9.3,"64,583"
49035,9,"79,941"
49037,21.9,"49,438"
49039,13.1,"54,648"
49041,12.1,"58,983"
49043,4.7,"112,482"
49045,5.3,"80,196"
49047,11.1,"62,541"
49049,9.7,"79,505"
49051,5,"92,136"
49053,9.5,"64,388"
49055,11.8,"50,555"
49057,6.9,"71,835"
50001,7.9,"73,574"
50003,10,"56,948"
50005,12.3,"50,942"
50007,10.5,"76,483"
50009,14.8,"45,796"
50011,9.6,"65,056"
50013,8.1,"68,364"
50015,9.1,"60,555"
50017,9.4,"59,758"
50019,12.7,"48,826"
50021,10.8,"51,903"
50023,8.4,"65,879"
50025,11.6,"52,068"
50027,9.2,"61,843"
51001,16.4,"47,335"
51003,6.7,"86,332"
51005,11.5,"53,341"
51007,9.3,"60,096"
51009,12,"56,218"
51011,12.6,"54,609"
51013,7.6,"118,986"
51015,7.3,"63,621"
51017,9.9,"54,385"
51019,8.6,"66,591"
51021,13.4,"49,023"
51023,5.7,"74,178"
51025,20.9,"43,835"
51027,21.7,"36,881"
51029,16.8,"47,202"
51031,10.8,"48,984"
51033,9.6,"64,647"
51035,13.9,"45,698"
51036,12.5,"56,465"
51037,19.3,"43,001"
51041,6.6,"81,641"
51043,6.3,"85,567"
51045,11.2,"53,319"
51047,9.2,"79,739"
51049,13.8,"52,005"
51051,24.2,"37,161"
51053,10.7,"58,474"
51057,16.2,"53,538"
51059,6,"127,898"
51061,6.1,"103,827"
51063,11.4,"52,277"
51065,7.3,"75,089"
51067,11.5,"61,878"
51069,6.5,"83,672"
51071,11.4,"53,111"
51073,8.6,"71,715"
51075,6.2,"100,444"
51077,18.8,"41,312"
51079,7.6,"73,345"
51081,24.5,"47,315"
51083,17.1,"42,619"
51085,5.1,"90,824"
51087,8.7,"68,975"
51089,14.6,"41,908"
51091,12.4,"45,917"
51093,9.1,"78,749"
51095,5.8,"92,773"
51097,11.7,"54,185"
51099,5.9,"85,657"
51101,6.9,"73,035"
51103,13.3,"55,072"
51105,27.1,"35,878"
51107,3.1,"151,806"
51109,9.5,"64,135"
51111,19.2,"44,860"
51113,9.3,"66,397"
51115,8.8,"69,112"
51117,17.3,"43,128"
51119,13.8,"58,834"
51121,20.5,"58,740"
51125,11.8,"55,804"
51127,5,"102,619"
51131,18.1,"45,235"
51133,12.7,"60,385"
51135,21.5,"45,913"
51137,9.7,"71,691"
51139,11.3,"52,877"
51141,15.5,"43,568"
51143,15.1,"51,682"
51145,5.4,"94,293"
51147,20.6,"44,586"
51149,8.3,"74,518"
51153,6.1,"106,208"
51155,14.6,"54,086"
51157,8.5,"79,086"
51159,17.8,"49,758"
51161,6.5,"71,742"
51163,11.5,"58,501"
51165,8.1,"67,242"
51167,20,"40,345"
51169,14.8,"41,288"
51171,10.3,"59,087"
51173,16.5,"41,964"
51175,13.3,"62,327"
51177,6.6,"90,262"
51179,5.4,"109,090"
51181,11.9,"59,069"
51183,21.6,"45,134"
51185,21.7,"43,619"
51187,9.7,"69,878"
51191,12.3,"52,387"
51193,15.9,"54,885"
51195,20.4,"42,372"
51197,12.8,"48,543"
51199,5.1,"91,535"
51510,8.6,"102,589"
51520,21.8,"37,678"
51530,17.2,"44,752"
51540,22.1,"58,717"
51550,8.3,"77,361"
51570,9.4,"57,688"
51580,14.5,"41,842"
51590,23.5,"36,073"
51595,20.5,"38,631"
51600,7.1,"106,430"
51610,3.5,"137,849"
51620,19.2,"45,433"
51630,16.9,"62,121"
51640,19,"37,229"
51650,13.8,"55,816"
51660,24.9,"48,189"
51670,19.3,"38,293"
51678,22.9,"54,204"
51680,16.8,"50,612"
51683,7.4,"84,405"
51685,6.3,"83,145"
51690,19.5,"37,814"
51700,15.1,"53,022"
51710,19,"52,437"
51720,19.3,"38,062"
51730,21.6,"40,240"
51735,5.3,"98,217"
51740,18.5,"50,411"
51750,30.5,"41,530"
51760,19.2,"50,949"
51770,19.5,"45,534"
51775,9.4,"54,888"
51790,11.3,"54,296"
51800,9.8,"77,847"
51810,7.3,"78,491"
51820,12.3,"44,619"
51830,18.2,"56,569"
51840,13.3,"60,254"
53001,16.8,"53,535"
53003,13.8,"54,776"
53005,10.6,"72,847"
53007,12.2,"59,838"
53009,11.2,"57,571"
53011,9.2,"80,407"
53013,12.3,"56,338"
53015,12.6,"57,316"
53017,10.9,"63,086"
53019,18,"47,463"
53021,13.5,"63,575"
53023,12.9,"54,555"
53025,13.9,"57,152"
53027,13.1,"59,346"
53029,7.3,"72,173"
53031,12.6,"60,556"
53033,7.7,"102,338"
53035,7.5,"79,268"
53037,14,"59,172"
53039,13.5,"60,567"
53041,12.2,"58,525"
53043,9.1,"60,849"
53045,12.8,"63,689"
53047,16.4,"44,777"
53049,13.5,"50,521"
53051,16.1,"51,950"
53053,9.4,"78,779"
53055,8.1,"69,113"
53057,11.2,"67,551"
53059,10.4,"69,163"
53061,7,"89,119"
53063,12.9,"59,976"
53065,14.9,"55,000"
53067,9.1,"77,890"
53069,10.8,"61,123"
53071,12.7,"60,202"
53073,12.7,"68,656"
53075,26.3,"45,906"
53077,16.7,"55,674"
54001,18.4,"39,710"
54003,11,"63,012"
54005,18.9,"43,697"
54007,18.3,"39,651"
54009,12,"50,900"
54011,18.5,"42,125"
54013,21.6,"37,307"
54015,22.5,"41,923"
54017,18.8,"50,642"
54019,20.6,"41,430"
54021,25.5,"40,373"
54023,13.2,"47,400"
54025,17.2,"43,564"
54027,14.6,"54,811"
54029,12.5,"51,017"
54031,14.2,"46,658"
54033,11.1,"53,909"
54035,16.7,"50,808"
54037,9.9,"75,225"
54039,16.3,"48,334"
54041,19.5,"46,895"
54043,19.7,"43,198"
54045,21.9,"38,533"
54047,33.8,"29,106"
54049,14.6,"51,300"
54051,13.7,"53,145"
54053,15.5,"47,753"
54055,18.7,"41,794"
54057,12.5,"49,704"
54059,27.3,"34,698"
54061,19.1,"55,652"
54063,15.7,"44,655"
54065,10.5,"50,660"
54067,18.8,"40,023"
54069,14.1,"50,390"
54071,13.5,"43,451"
54073,13,"54,972"
54075,16.1,"39,454"
54077,14.3,"50,821"
54079,8.9,"66,991"
54081,17.4,"45,386"
54083,16.8,"46,285"
54085,17.9,"46,131"
54087,19.4,"41,671"
54089,23.5,"37,000"
54091,16.7,"48,294"
54093,15.3,"47,222"
54095,15.4,"48,345"
54097,17.5,"45,074"
54099,19.6,"42,095"
54101,21.8,"34,385"
54103,16.3,"46,824"
54105,17.5,"48,627"
54107,14.1,"49,209"
54109,22.9,"42,761"
55001,11.6,"53,156"
55003,17.8,"47,202"
55005,8.9,"54,372"
55007,10.3,"58,065"
55009,9.9,"65,494"
55011,9.5,"58,407"
55013,12.6,"51,519"
55015,5.4,"80,354"
55017,8.8,"60,713"
55019,13.5,"54,296"
55021,6.7,"69,219"
55023,11.6,"51,919"
55025,9.4,"77,828"
55027,8,"61,730"
55029,9.3,"64,217"
55031,11.5,"55,651"
55033,11.7,"61,506"
55035,10.6,"64,972"
55037,10.9,"58,270"
55039,7.3,"65,905"
55041,16.3,"48,964"
55043,13.4,"56,418"
55045,6.4,"64,319"
55047,11.7,"59,458"
55049,9.5,"67,390"
55051,12.7,"48,813"
55053,12.4,"57,247"
55055,7.1,"71,098"
55057,13.4,"55,787"
55059,9.8,"66,460"
55061,7.4,"65,879"
55063,11.8,"59,758"
55065,11.3,"59,128"
55067,13,"49,597"
55069,9.1,"60,728"
55071,8.8,"61,326"
55073,8.2,"66,092"
55075,11.5,"54,404"
55077,10,"56,790"
55078,25.3,"40,300"
55079,16.9,"53,505"
55081,10.9,"60,296"
55083,9.3,"66,401"
55085,8.9,"62,765"
55087,7.1,"66,994"
55089,4.5,"90,446"
55091,9,"62,675"
55093,9.8,"75,368"
55095,8.6,"63,910"
55097,11.8,"58,248"
55099,14.9,"48,761"
55101,12.4,"61,691"
55103,12.5,"51,295"
55105,12.3,"61,624"
55107,12.3,"49,860"
55109,5.9,"87,098"
55111,10.2,"63,752"
55113,12.7,"53,908"
55115,9.6,"58,982"
55117,8.1,"62,108"
55119,9.7,"52,419"
55121,8.9,"61,687"
55123,14.1,"56,272"
55125,11.2,"55,576"
55127,9.5,"64,682"
55129,12.8,"52,735"
55131,5.1,"81,928"
55133,4.7,"91,070"
55135,8.8,"61,773"
55137,12.4,"55,476"
55139,9.7,"59,643"
55141,10.7,"57,325"
56001,16,"52,216"
56003,12.1,"53,018"
56005,7.7,"83,997"
56007,11.7,"61,626"
56009,9.2,"72,481"
56011,8,"64,120"
56013,12.9,"57,953"
56015,13,"55,540"
56017,10.9,"52,344"
56019,9,"57,224"
56021,9.5,"69,613"
56023,7,"71,269"
56025,9.9,"66,104"
56027,15.1,"48,513"
56029,10.3,"59,494"
56031,11.5,"57,425"
56033,8.5,"64,030"
56035,7.2,"78,055"
56037,8.3,"80,639"
56039,6,"98,837"
56041,8.5,"70,756"
56043,11.1,"55,122"
56045,10.5,"59,410"