fips,fi_rate_18,ch_fi_rate_18,cpm_18
47175,16.1%,23.3%,US$3.14
47177,16.1%,22.2%,US$2.96
47179,13.3%,16.1%,US$3.14
47181,15.3%,21.7%,US$2.99
47183,14.7%,19%,US$2.89
47185,13.8%,18.7%,US$3.17
47187,5.8%,5.1%,US$3.67
47189,9.1%,10.5%,US$3.21
48001,15.2%,22.9%,US$2.85
48003,10.1%,14.3%,US$2.94
48005,17.9%,26.1%,US$2.81
48007,18.4%,28.9%,US$2.96
48009,13.2%,21.1%,US$2.89
48011,12.1%,19.7%,US$3.08
48013,12.6%,19.7%,US$2.63
48015,13.1%,19.6%,US$3.00
48017,13%,19.8%,US$3.01
48019,15.6%,25.9%,US$3.14
48021,12.4%,17.6%,US$3.06
48023,16.1%,19.9%,US$2.87
48025,17.2%,25.7%,US$2.96
48027,16.2%,23.1%,US$2.59
48029,14.1%,20%,US$2.74
48031,13.1%,21.1%,US$2.94
48033,13.3%,25.2%,US$2.92
48035,15.6%,25.8%,US$2.66
48037,17.5%,26.5%,US$2.83
48039,12.3%,17.8%,US$2.80
48041,15.1%,19.6%,US$2.71
48043,15.2%,19.6%,US$3.11
48045,14.3%,19.9%,US$2.86
48047,21.6%,32.7%,US$2.49
48049,14.8%,22.7%,US$2.72
48051,14.2%,22.7%,US$2.75
48053,14%,21.1%,US$2.94
48055,14.6%,20.8%,US$3.04
48057,14.5%,21.6%,US$2.80
48059,15.5%,23.7%,US$2.87
48061,17.8%,27.3%,US$2.34
48063,17.5%,26.5%,US$2.97
48065,11.2%,18.2%,US$3.06
48067,18.8%,31.2%,US$2.94
48069,12.9%,19.6%,US$3.13
48071,13.9%,21.2%,US$2.85
48073,16.1%,24.2%,US$2.92
48075,15.7%,17.9%,US$3.00
48077,15.4%,24.9%,US$2.86
48079,16.5%,24.5%,US$3.06
48081,15.8%,23.3%,US$2.85
48083,17%,26%,US$2.86
48085,11.1%,15.5%,US$3.18
48087,14.5%,22.8%,US$3.04
48089,13%,19.9%,US$2.66
48091,12.2%,18.4%,US$3.04
48093,15.8%,25.1%,US$2.84
48095,10.3%,18.2%,US$2.77
48097,14.8%,23.7%,US$3.03
48099,16.6%,24.3%,US$2.68
48101,21.8%,36%,US$3.02
48103,8.6%,14.7%,US$2.93
48105,13.2%,22%,US$2.56
48107,16.8%,25.4%,US$3.05
48109,19.3%,35%,US$2.95
48111,13%,19.1%,US$2.89
48113,15.1%,21.1%,US$2.89
48115,17.1%,25.4%,US$3.04
48117,12.8%,18.2%,US$3.04
48119,19.2%,30.6%,US$2.76
48121,11.5%,15.9%,US$3.01
48123,15%,20.7%,US$2.61
48125,17.3%,24.7%,US$3.07
48127,18.3%,27%,US$2.43
48129,15.4%,25.8%,US$3.11
48131,19%,29.4%,US$2.74
48133,18.4%,28.5%,US$2.84
48135,11.7%,16.1%,US$2.81
48137,12.8%,19.6%,US$2.46
48139,12.3%,18.7%,US$2.88
48141,15%,22%,US$2.92
48143,14.7%,20.9%,US$2.92
48145,19.6%,30.6%,US$2.59
48147,14.9%,21.9%,US$2.93
48149,13.4%,19.3%,US$3.05
48151,15.7%,24.1%,US$2.91
48153,15.1%,23.3%,US$3.05
48155,13.3%,19.8%,US$2.93
48157,11%,16.6%,US$2.99
48159,14.4%,21.6%,US$2.84
48161,18.3%,27.3%,US$2.81
48163,14.3%,21.6%,US$2.71
48165,12.5%,18.6%,US$3.17
48167,15%,21.9%,US$2.93
48169,14.5%,22.4%,US$3.07
48171,13.1%,20.1%,US$2.40
48173,9.9%,12.2%,US$2.91
48175,14.9%,25.1%,US$2.65
48177,14.5%,21.4%,US$2.69
48179,15.7%,24%,US$3.17
48181,15.7%,23.5%,US$2.76
48183,17.2%,24.7%,US$2.82
48185,16.3%,26.6%,US$3.20
48187,11.6%,17.5%,US$3.05
48189,14.9%,21.6%,US$2.83
48191,19.3%,27.3%,US$3.01
48193,16.8%,26.8%,US$2.65
48195,13.9%,20.4%,US$3.00
48197,16.2%,24.3%,US$2.96
48199,15.6%,24.1%,US$2.87
48201,14.8%,21.2%,US$2.91
48203,15.8%,23.6%,US$2.83
48205,11.7%,16.5%,US$3.03
48207,18.2%,27.9%,US$2.86
48209,12.1%,16.6%,US$2.98
48211,13.5%,20.1%,US$3.12
48213,16.6%,26.4%,US$2.94
48215,18.2%,27.8%,US$2.39
48217,16.2%,25%,US$2.89
48219,14.2%,20.5%,US$2.92
48221,13.6%,21.4%,US$2.84
48223,16.4%,25%,US$2.89
48225,20%,31.7%,US$2.66
48227,15.2%,21.9%,US$2.94
48229,19.2%,32.9%,US$2.94
48231,16.6%,24.9%,US$2.73
48233,16.1%,25.9%,US$3.15
48235,13.9%,20.5%,US$2.76
48237,14.7%,23.9%,US$3.03
48239,15.1%,21.1%,US$2.57
48241,18.4%,29.6%,US$2.81
48243,11.7%,21.9%,US$3.18
48245,18.5%,27.7%,US$2.70
48247,18.7%,29.9%,US$2.65
48249,16.2%,24.5%,US$2.79
48251,12.8%,19.7%,US$2.81
48253,16.9%,24.8%,US$2.90
48255,14.3%,21.9%,US$2.85
48257,13.8%,20.5%,US$2.87
48259,11.2%,16%,US$3.15
48261,14.3%,17.8%,US$2.50
48263,17.4%,27.1%,US$2.90
48265,15.1%,23.4%,US$2.69
48267,18%,28.3%,US$2.59
48269,14.7%,21%,US$2.83
48271,16.9%,26.2%,US$2.33
48273,17.1%,24.6%,US$2.86
48275,15.3%,24.6%,US$2.81
48277,18.1%,27.3%,US$2.63
48279,16.9%,25.6%,US$3.04
48281,14.8%,22.1%,US$2.62
48283,12%,17.3%,US$2.49
48285,14.5%,21.8%,US$2.62
48287,14.1%,20.9%,US$3.17
48289,17.1%,27.8%,US$2.75
48291,16.7%,25.9%,US$2.81
48293,17.7%,28.9%,US$2.83
48295,13.1%,19.1%,US$3.15
48297,15.2%,22.7%,US$2.78
48299,16.6%,25.7%,US$2.14
48301,18.8%,27.6%,US$3.16
48303,15.3%,20.8%,US$3.08
48305,16.4%,25%,US$3.06
48307,16.1%,22.9%,US$2.77
48309,16.1%,23.6%,US$2.56
48311,13.3%,19%,US$2.73
48313,15.6%,23.1%,US$2.74
48315,19.5%,31.4%,US$2.93
48317,10.3%,16.5%,US$2.91
48319,15.2%,23.6%,US$2.54
48321,18%,27.6%,US$2.82
48323,18.1%,27.1%,US$2.60
48325,12.2%,18.2%,US$2.87
48327,15.7%,20%,US$2.78
48329,10.5%,14.6%,US$3.00
48331,16.9%,25.9%,US$3.03
48333,17.4%,26.5%,US$2.71
48335,13.2%,18.2%,US$2.96
48337,16.4%,24.4%,US$2.89
48339,12.5%,18.5%,US$3.05
48341,12.6%,18.7%,US$2.81
48343,18.7%,29.2%,US$2.86
48345,15.1%,20.9%,US$2.86
48347,19%,26.6%,US$3.03
48349,16.7%,24.9%,US$2.56
48351,20%,32.1%,US$2.87
48353,15.7%,21.6%,US$2.92
48355,14.6%,21.1%,US$2.78
48357,11.6%,16.2%,US$2.91
48359,13.5%,19.4%,US$3.03
48361,16.8%,26.3%,US$2.85
48363,16.8%,25.6%,US$2.84
48365,16.8%,26.6%,US$2.82
48367,12.4%,18.9%,US$3.09
48369,12.5%,19.6%,US$3.03
48371,11.8%,16.7%,US$2.93
48373,18.2%,30%,US$2.77
48375,15.9%,21.8%,US$2.89
48377,21.8%,32.3%,US$3.16
48379,15.2%,21.1%,US$2.95
48381,11.9%,17.2%,US$3.33
48383,11%,16%,US$2.90
48385,19.9%,32.3%,US$2.58
48387,18.8%,27.9%,US$2.80
48389,10.1%,14.3%,US$2.91
48391,17.5%,27.6%,US$2.72
48393,14.1%,21.6%,US$3.18
48395,14.7%,20.9%,US$2.67
48397,10.3%,15.7%,US$3.10
48399,14.2%,20.4%,US$2.85
48401,15.3%,23.4%,US$2.82
48403,21.4%,38.8%,US$2.96
48405,22.2%,35.8%,US$2.90
48407,17.5%,27.3%,US$3.30
48409,15.5%,24.3%,US$2.79
48411,15.3%,24.7%,US$2.64
48413,11.8%,16.3%,US$2.76
48415,13.4%,19.7%,US$2.95
48417,15.1%,22.9%,US$2.91
48419,19.1%,30.1%,US$2.95
48421,13.9%,21.1%,US$2.93
48423,15.7%,23%,US$2.92
48425,17.7%,26.5%,US$2.85
48427,21.5%,33.2%,US$2.56
48429,17.7%,28.6%,US$2.97
48431,10%,15.9%,US$2.91
48433,15.7%,23.4%,US$2.86
48435,10.7%,15.5%,US$2.53
48437,17%,26.8%,US$3.02
48439,13.9%,19.8%,US$2.91
48441,15.8%,22.2%,US$2.91
48443,13%,19.2%,US$2.59
48445,15%,22.9%,US$3.06
48447,16.5%,23.3%,US$2.97
48449,16.5%,24.5%,US$2.86
48451,14%,20.1%,US$2.75
48453,12.9%,17.2%,US$3.31
48455,19.3%,31.2%,US$2.78
48457,19%,30.4%,US$2.80
48459,15.9%,24.3%,US$2.92
48461,13.3%,21.1%,US$2.92
48463,13.7%,20.8%,US$2.29
48465,14.8%,21.3%,US$2.33
48467,16%,24.2%,US$2.99
48469,14.5%,20.9%,US$2.49
48471,16.1%,23%,US$2.74
48473,14.9%,21.4%,US$3.23
48475,11.9%,16.9%,US$2.87
48477,15.4%,23%,US$2.75
48479,16.1%,23.3%,US$2.62
48481,15.2%,23.4%,US$2.53
48483,16.3%,24.5%,US$3.07
48485,17.2%,24.8%,US$2.85
48487,18.5%,27.1%,US$2.88
48489,21%,33.9%,US$2.17
48491,11.2%,16%,US$3.23
48493,11.4%,17.4%,US$2.67
48495,12%,17.7%,US$2.95
48497,14.6%,23.2%,US$3.01
48499,16.8%,27.3%,US$3.07
48501,9.3%,13.3%,US$3.08
48503,14%,21.9%,US$2.88
48505,20.8%,31.5%,US$2.42
48507,22.5%,39.7%,US$2.43
49001,11.4%,15%,US$3.12
49003,11.6%,14.6%,US$3.08
49005,11.9%,13.6%,US$2.90
49007,14.8%,18%,US$2.95
49009,9.3%,17.4%,US$3.47
49011,9.5%,11.3%,US$3.10
49013,13.6%,17.2%,US$3.43
49015,14.1%,19.7%,US$3.10
49017,17%,26.6%,US$3.13
49019,13.1%,14.5%,US$3.33
49021,14.6%,18%,US$2.97
49023,11.8%,15.6%,US$3.06
49025,13.3%,15%,US$3.36
49027,11.9%,15.5%,US$3.07
49029,7.8%,9.1%,US$3.08
49031,17.7%,25.4%,US$2.90
49033,13.5%,19%,US$3.07
49035,10.9%,12.2%,US$3.08
49037,19.2%,25.6%,US$3.31
49039,13.4%,16.9%,US$2.84
49041,13.3%,17.6%,US$2.86
49043,8.6%,8.4%,US$4.52
49045,10.3%,12.6%,US$3.06
49047,12.8%,16.2%,US$3.06
49049,10.6%,11.7%,US$3.03
49051,10%,11.6%,US$3.42
49053,12.9%,16.3%,US$3.20
49055,13.4%,16.6%,US$3.09
49057,11.8%,14.4%,US$2.95
50001,9.5%,13.1%,US$4.26
50003,11.6%,16.8%,US$3.29
50005,12.1%,17.7%,US$3.85
50007,9.7%,12.3%,US$3.81
50009,13%,19.6%,US$3.80
50011,9.1%,11.8%,US$3.77
50013,8.4%,12.6%,US$3.60
50015,11.1%,17.5%,US$4.09
50017,10.6%,16.1%,US$4.09
50019,12.8%,17.8%,US$3.53
50021,11%,15.6%,US$3.45
50023,10.5%,15.5%,US$4.08
50025,12.2%,17.2%,US$3.27
50027,10.4%,15%,US$4.29
51001,12.7%,19%,US$2.96
51003,8.4%,9.6%,US$3.41
51005,13.7%,21.3%,US$3.09
51007,10.1%,15.5%,US$3.20
51009,10.8%,16.3%,US$2.95
51011,11.3%,16.9%,US$3.02
51013,6.7%,4.1%,US$4.38
51015,8.5%,12.2%,US$3.27
51017,10.2%,11.8%,US$3.05
51019,8.8%,12.8%,US$3.23
51021,9.7%,13.3%,US$2.90
51023,8%,12%,US$3.37
51025,15.9%,25.4%,US$2.93
51027,18.4%,29.3%,US$2.97
51029,13.3%,18.5%,US$3.30
51031,10.5%,14.6%,US$2.96
51033,8.4%,11.9%,US$3.31
51035,11.8%,16.6%,US$3.24
51036,11.3%,17.1%,US$3.22
51037,16.2%,24.5%,US$2.96
51041,7.3%,9.5%,US$3.23
51043,8.3%,12.6%,US$3.46
51045,10.2%,12.7%,US$3.10
51047,7.8%,9.5%,US$3.06
51049,13.5%,21.5%,US$3.17
51051,17.2%,26.3%,US$2.99
51053,11%,15.3%,US$3.09
51057,11.6%,15.4%,US$3.23
51059,5.4%,5.6%,US$3.88
51061,6.2%,8.1%,US$3.73
51063,9.2%,11.8%,US$3.06
51065,6.6%,9%,US$3.60
51067,11.3%,18.1%,US$3.02
51069,7%,9.1%,US$3.20
51071,10.5%,15.4%,US$3.09
51073,9.1%,13.1%,US$2.88
51075,6.9%,9.5%,US$3.52
51077,13.5%,23.3%,US$2.96
51079,7.4%,9.8%,US$3.43
51081,13.3%,18.9%,US$2.92
51083,12.9%,17.6%,US$2.84
51085,6.2%,8.8%,US$3.24
51087,9.3%,12.3%,US$3.27
51089,14.4%,22.1%,US$2.81
51091,10.5%,16.1%,US$3.04
51093,9.4%,13.4%,US$3.36
51095,7.9%,11.2%,US$3.96
51097,11.1%,20.2%,US$3.24
51099,6.8%,10.1%,US$3.38
51101,8.1%,15.1%,US$3.24
51103,10.8%,15.1%,US$3.35
51105,17.1%,23.8%,US$2.98
51107,3.8%,3.9%,US$3.72
51109,10.2%,14.2%,US$3.23
51111,13.7%,20.3%,US$2.93
51113,8.6%,10.8%,US$3.14
51115,9.3%,14.6%,US$3.19
51117,14.7%,21.3%,US$2.96
51119,9%,12%,US$3.28
51121,10.5%,12%,US$3.26
51125,10%,14.6%,US$3.24
51127,5.9%,9.2%,US$2.83
51131,13.8%,21.4%,US$3.16
51133,11%,19.3%,US$3.33
51135,14.8%,17%,US$2.96
51137,9.1%,14.5%,US$3.33
51139,13.9%,21.2%,US$3.09
51141,13.3%,22.9%,US$2.95
51143,12.3%,18.9%,US$3.15
51145,6.2%,9.2%,US$3.21
51147,12.4%,16.6%,US$2.91
51149,9.8%,14%,US$3.24
51153,5.6%,6.9%,US$3.36
51155,11.7%,17.8%,US$2.95
51157,9.2%,11.8%,US$3.26
51159,10.4%,15.5%,US$3.19
51161,7.9%,10.8%,US$3.27
51163,10.2%,15.4%,US$3.07
51165,8.4%,11.3%,US$2.99
51167,15.2%,21.5%,US$3.03
51169,14.3%,19.7%,US$2.84
51171,9.7%,13%,US$3.21
51173,15.1%,21.8%,US$3.01
51175,10%,14.5%,US$3.02
51177,7.5%,10.5%,US$3.15
51179,5.6%,7.2%,US$3.29
51181,11.4%,16.9%,US$3.06
51183,14.5%,21.1%,US$3.10
51185,13.6%,21.1%,US$2.78
51187,9.1%,13.6%,US$3.07
51191,12.5%,18.8%,US$3.26
51193,10.5%,13%,US$3.33
51195,17.3%,25%,US$3.01
51197,12.3%,19%,US$3.01
51199,7%,9.2%,US$3.32
51510,8.4%,9.1%,US$3.78
51520,16.6%,25.6%,US$3.01
51530,13%,16.5%,US$3.09
51540,11.8%,13.1%,US$4.47
51550,8.5%,12.2%,US$3.04
51570,11.5%,16.2%,US$3.15
51580,12.7%,19.7%,US$2.82
51590,16.8%,23.1%,US$2.68
51595,19%,25.6%,US$2.87
51600,5.4%,4.8%,US$3.23
51610,4.5%,2.4%,US$3.92
51620,14.6%,17.6%,US$3.09
51630,12.1%,12.9%,US$3.87
51640,16.5%,22.9%,US$2.96
51650,13%,17.9%,US$3.00
51660,11.6%,11.1%,US$3.14
51670,16.2%,22.4%,US$3.37
51678,13%,15.2%,US$3.13
51680,13.8%,18.3%,US$3.01
51683,6%,6.8%,US$3.19
51685,6.8%,8.4%,US$3.33
51690,17.3%,24.4%,US$2.85
51700,13.2%,16.8%,US$3.01
51710,13.9%,18.3%,US$3.28
51720,19%,27%,US$2.99
51730,20%,26.5%,US$2.88
51735,6.2%,8.9%,US$3.07
51740,13.7%,19.3%,US$2.93
51750,13.5%,15.2%,US$3.15
51760,15.8%,21.9%,US$3.23
51770,14.1%,19.3%,US$2.86
51775,9.2%,12%,US$3.16
51790,11.9%,15.7%,US$2.94
51800,9.8%,13.4%,US$3.05
51810,8.2%,10.7%,US$3.27
51820,12.8%,17.9%,US$2.88
51830,11.9%,12.8%,US$3.31
51840,11.7%,14.9%,US$3.41
53001,13.1%,18.7%,US$3.13
53003,13.2%,20.6%,US$3.04
53005,11.4%,17.6%,US$3.10
53007,10.7%,15%,US$3.58
53009,14.7%,25.2%,US$3.31
53011,10.4%,15.4%,US$3.31
53013,14.2%,20.2%,US$3.12
53015,14.9%,22.4%,US$3.09
53017,12.1%,18.7%,US$3.19
53019,19.5%,31%,US$3.16
53021,10.5%,16.4%,US$3.02
53023,13.3%,21.1%,US$3.13
53025,11.6%,16.5%,US$3.00
53027,15.1%,23.6%,US$3.45
53029,11.2%,17.6%,US$3.83
53031,13.3%,23.4%,US$4.46
53033,9.5%,12.1%,US$3.86
53035,11.2%,16.5%,US$3.44
53037,12.5%,16.3%,US$3.99
53039,13.9%,20.3%,US$5.28
53041,14.4%,21.7%,US$3.29
53043,12.8%,22%,US$3.18
53045,14.1%,23.8%,US$3.36
53047,15.5%,23.4%,US$3.03
53049,16.6%,27%,US$4.87
53051,14.7%,23.3%,US$3.17
53053,11.8%,17.1%,US$3.39
53055,10.5%,16.2%,US$3.49
53057,11.8%,17.2%,US$3.37
53059,12.4%,20.3%,US$3.34
53061,9.3%,13.2%,US$3.51
53063,13%,19.5%,US$3.17
53065,14.8%,23.7%,US$3.17
53067,11.3%,16.4%,US$3.35
53069,12.6%,20.8%,US$3.23
53071,11.7%,16.5%,US$3.46
53073,11.8%,16.4%,US$3.56
53075,13.4%,16.6%,US$3.62
53077,12.5%,18.6%,US$3.00
54001,15%,23.5%,US$2.85
54003,10.2%,15.1%,US$2.98
54005,17.7%,27.4%,US$2.75
54007,15.3%,25.2%,US$2.83
54009,11.8%,18.9%,US$2.99
54011,14.8%,19.7%,US$2.89
54013,17.4%,26.6%,US$2.71
54015,19.6%,28%,US$2.82
54017,11.6%,15.7%,US$2.82
54019,15.8%,25%,US$2.78
54021,13.4%,18.4%,US$2.80
54023,11.7%,16.9%,US$2.98
54025,14%,20.3%,US$2.90
54027,15%,23.6%,US$2.94
54029,12%,18.9%,US$2.86
54031,10.9%,18.1%,US$3.03
54033,12.4%,17.2%,US$2.78
54035,11.6%,16.5%,US$2.81
54037,8.2%,10.7%,US$3.08
54039,13.2%,19.9%,US$2.84
54041,14.8%,23.3%,US$2.84
54043,17.9%,27.9%,US$3.08
54045,18%,26.3%,US$2.71
54047,22.5%,34.6%,US$2.78
54049,12.5%,19.3%,US$2.97
54051,12.4%,18.9%,US$2.91
54053,14.1%,22.7%,US$2.78
54055,16.3%,24.5%,US$2.83
54057,13%,18.9%,US$3.00
54059,20.2%,30.9%,US$3.13
54061,11.2%,13.4%,US$2.94
54063,13.9%,22.1%,US$2.97
54065,9%,12.1%,US$3.06
54067,13.9%,22.7%,US$2.84
54069,11.3%,15.7%,US$3.15
54071,12%,18.4%,US$2.97
54073,12.8%,20.7%,US$2.77
54075,14.3%,24.2%,US$2.84
54077,11.8%,18.9%,US$2.92
54079,8.6%,12.2%,US$2.84
54081,14.1%,21.2%,US$2.75
54083,13.6%,19.9%,US$2.92
54085,12.9%,20.8%,US$2.74
54087,17.1%,25%,US$2.83
54089,17.2%,27.2%,US$2.80
54091,12.7%,19.8%,US$2.89
54093,12.5%,20.3%,US$2.92
54095,13.3%,20.7%,US$2.86
54097,13.2%,21.3%,US$2.89
54099,16.6%,24.4%,US$2.71
54101,17.2%,26.9%,US$2.87
54103,15.4%,27.1%,US$2.88
54105,15.4%,26.3%,US$2.74
54107,13.2%,20.3%,US$2.69
54109,18.2%,26.8%,US$3.16
55001,12.2%,23.5%,US$3.01
55003,11.7%,19.5%,US$3.32
55005,9.4%,17.1%,US$2.88
55007,10.2%,20%,US$3.11
55009,8%,13.1%,US$3.08
55011,8%,14.2%,US$3.20
55013,10.7%,20.7%,US$3.07
55015,5.5%,10.8%,US$2.90
55017,8.9%,15.8%,US$2.78
55019,8.5%,15.4%,US$3.12
55021,7.2%,13%,US$2.86
55023,10.2%,18.5%,US$2.85
55025,7.4%,10.7%,US$3.29
55027,7.7%,13.2%,US$2.88
55029,8.2%,14.4%,US$3.56
55031,10.4%,17.1%,US$2.88
55033,8.7%,14.3%,US$2.81
55035,8.9%,13.9%,US$3.12
55037,10.1%,17.4%,US$2.93
55039,7.6%,13.2%,US$3.05
55041,12%,21.3%,US$2.91
55043,8.6%,14.7%,US$2.77
55045,7.2%,12.7%,US$2.76
55047,8.7%,15.9%,US$3.01
55049,7.4%,12.1%,US$3.19
55051,12.4%,21.4%,US$3.26
55053,9.2%,16.5%,US$3.08
55055,7.6%,12.9%,US$2.97
55057,10.5%,19%,US$3.00
55059,9.5%,16.1%,US$2.95
55061,7.4%,12.7%,US$3.25
55063,8.4%,12.4%,US$3.20
55065,7.8%,14.3%,US$2.90
55067,11.2%,20%,US$2.89
55069,8.3%,14.2%,US$3.03
55071,8.4%,15.1%,US$2.96
55073,7.8%,13.7%,US$2.89
55075,10.9%,19.3%,US$2.73
55077,9.5%,17.1%,US$2.91
55078,17.5%,29.1%,US$2.80
55079,12.6%,19%,US$2.91
55081,9.4%,16.9%,US$2.82
55083,8.1%,15.4%,US$3.06
55085,8.1%,15.4%,US$2.86
55087,7.4%,12.9%,US$3.10
55089,5.3%,9.4%,US$3.15
55091,8.8%,16.8%,US$3.07
55093,7.1%,12.3%,US$4.03
55095,8.7%,16.1%,US$3.35
55097,8.1%,13.2%,US$3.09
55099,9.8%,16.8%,US$2.95
55101,9.2%,15.5%,US$2.90
55103,9.3%,16.8%,US$3.13
55105,9.9%,17.2%,US$2.86
55107,11.1%,20.4%,US$2.99
55109,5.5%,10.3%,US$2.85
55111,8.4%,14.6%,US$2.94
55113,11.6%,22.4%,US$3.00
55115,8.2%,15.3%,US$2.66
55117,7%,11.8%,US$3.12
55119,8.2%,15%,US$3.17
55121,7.3%,12%,US$3.10
55123,9.9%,17.9%,US$3.13
55125,10.7%,18.6%,US$3.53
55127,7.9%,12.9%,US$2.96
55129,10.4%,19.6%,US$3.06
55131,5.7%,10.2%,US$2.91
55133,5.5%,9.7%,US$3.11
55135,8.8%,16.1%,US$2.69
55137,9%,16.6%,US$3.06
55139,8.5%,14.3%,US$3.07
55141,9.1%,16%,US$2.97
56001,12.9%,14%,US$3.52
56003,13.4%,17.7%,US$3.20
56005,11.3%,15.9%,US$3.28
56007,12.2%,14.9%,US$3.53
56009,12%,15.3%,US$3.20
56011,9.5%,11.1%,US$3.27
56013,14.2%,19.9%,US$3.37
56015,12.1%,16.2%,US$3.14
56017,13.5%,19.8%,US$3.39
56019,13.1%,17.2%,US$3.27
56021,11.7%,15.1%,US$3.15
56023,11.1%,15.1%,US$2.97
56025,12.7%,16.7%,US$3.13
56027,14.3%,17.1%,US$3.14
56029,11.5%,15.1%,US$3.42
56031,13%,18.9%,US$3.21
56033,11.3%,14.4%,US$3.41
56035,10.8%,14.8%,US$3.57
56037,11.7%,15.4%,US$3.29
56039,9.5%,8.4%,US$4.52
56041,13.5%,18.7%,US$3.07
56043,12.6%,18.4%,US$3.26
56045,14%,22.3%,US$3.16