fips,unemployment_rate_2019,med_household_inc_19,med_hh_income_percent_of_state_total_2019
46047,4.3,"49,965",82.7
46049,3.3,"49,198",81.4
46051,3.4,"60,057",99.4
46053,3.5,"42,868",71
46055,2.9,"50,747",84
46057,3.3,"60,864",100.7
46059,2.8,"56,239",93.1
46061,4.7,"78,478",129.9
46063,2.8,"55,482",91.8
46065,2.7,"66,952",110.8
46067,3.1,"59,336",98.2
46069,3.5,"63,454",105
46071,5.7,"37,879",62.7
46073,2.8,"52,162",86.3
46075,3.1,"52,650",87.1
46077,3,"61,992",102.6
46079,3.6,"63,946",105.8
46081,3.2,"53,902",89.2
46083,2.6,"86,235",142.7
46085,4.8,"47,813",79.1
46087,2.9,"62,535",103.5
46089,4.3,"43,243",71.6
46091,3.8,"59,103",97.8
46093,3.6,"59,981",99.3
46095,5.7,"36,489",60.4
46097,3.1,"52,230",86.5
46099,2.9,"63,162",104.5
46101,3.6,"61,029",101
46102,9.7,"34,078",56.4
46103,3.4,"58,919",97.5
46105,3.1,"49,999",82.8
46107,3.2,"58,012",96
46109,4.3,"49,088",81.3
46111,3.1,"56,507",93.5
46115,3.4,"54,666",90.5
46117,3,"70,472",116.6
46119,2.9,"61,791",102.3
46121,6.5,"34,015",56.3
46123,2.9,"50,503",83.6
46125,3,"63,852",105.7
46127,3.4,"83,910",138.9
46129,5.5,"51,472",85.2
46135,2.9,"60,868",100.8
46137,5.6,"33,508",55.5
47000,3.4,"56,047",100
47001,3.6,"50,973",90.9
47003,3.7,"50,539",90.2
47005,4.5,"42,322",75.5
47007,5.4,"42,730",76.2
47009,3.2,"59,368",105.9
47011,3.5,"52,534",93.7
47013,4.6,"42,500",75.8
47015,3.1,"52,960",94.5
47017,4.8,"43,258",77.2
47019,4.1,"39,964",71.3
47021,2.6,"62,786",112
47023,3.4,"50,769",90.6
47025,4.2,"40,116",71.6
47027,6,"36,694",65.5
47029,4.5,"40,528",72.3
47031,3.3,"54,931",98
47033,3.5,"45,642",81.4
47035,4.5,"49,142",87.7
47037,2.5,"63,846",113.9
47039,5.3,"45,215",80.7
47041,4.3,"46,407",82.8
47043,3,"59,126",105.5
47045,4.9,"48,770",87
47047,3.6,"67,345",120.2
47049,4.2,"38,608",68.9
47051,3.3,"54,319",96.9
47053,4.2,"46,384",82.8
47055,3.9,"50,847",90.7
47057,4,"44,929",80.2
47059,4.7,"44,975",80.2
47061,4.1,"38,447",68.6
47063,3.9,"46,842",83.6
47065,3.2,"57,802",103.1
47067,5.9,"31,938",57
47069,5,"40,989",73.1
47071,4.3,"44,510",79.4
47073,4.1,"46,602",83.1
47075,4.9,"38,950",69.5
47077,4.3,"46,826",83.5
47079,4.1,"43,159",77
47081,3.1,"46,176",82.4
47083,4.6,"40,915",73
47085,3.8,"52,121",93
47087,4.6,"41,749",74.5
47089,3.7,"50,332",89.8
47091,3.5,"40,219",71.8
47093,2.9,"60,316",107.6
47095,5.7,"34,059",60.8
47097,5.4,"43,545",77.7
47099,4.1,"43,448",77.5
47101,4,"45,874",81.8
47103,3.6,"54,558",97.3
47105,3.4,"65,226",116.4
47107,3.8,"49,836",88.9
47109,5.2,"45,469",81.1
47111,3.1,"44,334",79.1
47113,3.6,"50,401",89.9
47115,4.3,"47,675",85.1
47117,3.5,"58,151",103.8
47119,3.2,"66,434",118.5
47121,4.6,"48,334",86.2
47123,3.7,"50,506",90.1
47125,3.8,"57,606",102.8
47127,2.9,"61,804",110.3
47129,4.1,"43,952",78.4
47131,4.9,"44,061",78.6
47133,3.8,"43,636",77.9
47135,5,"42,939",76.6
47137,4.7,"41,860",74.7
47139,4,"45,922",81.9
47141,3.5,"49,083",87.6
47143,5.7,"47,599",84.9
47145,4,"50,561",90.2
47147,2.9,"65,790",117.4
47149,2.6,"69,614",124.2
47151,4.4,"38,750",69.1
47153,4.2,"46,876",83.6
47155,3.3,"54,476",97.2
47157,4,"52,659",94
47159,3,"54,570",97.4
47161,4.5,"52,177",93.1
47163,3.7,"51,303",91.5
47165,2.7,"69,391",123.8
47167,3.9,"61,436",109.6
47169,3.1,"51,982",92.7
47171,5,"44,548",79.5
47173,4,"48,106",85.8
47175,4.5,"44,451",79.3
47177,4.1,"46,144",82.3
47179,3.5,"51,879",92.6
47181,4.7,"45,091",80.5
47183,4,"42,506",75.8
47185,3.7,"43,583",77.8
47187,2.4,"119,637",213.5
47189,2.7,"80,080",142.9
48000,3.5,"64,044",100
48001,2.9,"48,461",75.7
48003,2.2,"74,918",117
48005,4,"51,750",80.8
48007,4.3,"53,085",82.9
48009,2.8,"63,731",99.5
48011,2.7,"64,424",100.6
48013,3.6,"57,309",89.5
48015,3.4,"68,311",106.7
48017,3.7,"46,174",72.1
48019,3.3,"59,604",93.1
48021,3,"62,627",97.8
48023,2.3,"41,539",64.9
48025,4.4,"44,171",69
48027,3.8,"54,831",85.6
48029,3.1,"58,956",92.1
48031,2.4,"68,404",106.8
48033,2.5,"71,926",112.3
48035,3.4,"55,179",86.2
48037,4.4,"51,207",80
48039,4.2,"83,704",130.7
48041,2.7,"54,471",85.1
48043,2.9,"48,581",75.9
48045,3.5,"44,259",69.1
48047,5.1,"31,410",49
48049,3.7,"56,040",87.5
48051,3.1,"61,745",96.4
48053,2.7,"62,827",98.1
48055,3.3,"55,301",86.3
48057,3.2,"55,909",87.3
48059,3.1,"50,812",79.3
48061,5.5,"40,893",63.9
48063,4.2,"47,091",73.5
48065,2.6,"69,760",108.9
48067,4.3,"44,529",69.5
48069,2.8,"51,736",80.8
48071,4.5,"93,351",145.8
48073,3.8,"46,576",72.7
48075,2.7,"44,095",68.9
48077,3.1,"59,983",93.7
48079,3.4,"43,742",68.3
48081,3.2,"48,435",75.6
48083,4.1,"44,834",70
48085,3.1,"96,847",151.2
48087,3.2,"40,314",62.9
48089,3.1,"55,607",86.8
48091,3,"87,976",137.4
48093,3.2,"54,122",84.5
48095,3.2,"43,321",67.6
48097,2.8,"61,186",95.5
48099,3.9,"53,083",82.9
48101,4.2,"40,449",63.2
48103,4,"68,626",107.2
48105,2.9,"54,165",84.6
48107,3.9,"38,871",60.7
48109,4,"44,462",69.4
48111,1.9,"55,793",87.1
48113,3.5,"61,807",96.5
48115,3.9,"48,165",75.2
48117,2.8,"46,178",72.1
48119,3.4,"51,348",80.2
48121,3,"90,910",141.9
48123,2.6,"52,544",82
48125,4.4,"41,973",65.5
48127,2.5,"40,315",62.9
48129,3.5,"41,093",64.2
48131,4.5,"37,100",57.9
48133,3.3,"46,991",73.4
48135,2.6,"65,564",102.4
48137,2.3,"40,424",63.1
48139,3.1,"78,341",122.3
48141,3.8,"48,629",75.9
48143,3.2,"53,044",82.8
48145,3.3,"41,484",64.8
48147,2.7,"56,123",87.6
48149,2.6,"62,195",97.1
48151,2.9,"51,053",79.7
48153,4.3,"45,022",70.3
48155,3.1,"38,615",60.3
48157,3.5,"101,361",158.3
48159,3.6,"50,630",79.1
48161,4.8,"52,511",82
48163,2.6,"40,360",63
48165,2.4,"67,171",104.9
48167,4,"73,214",114.3
48169,2.7,"48,975",76.5
48171,2.4,"62,143",97
48173,2.1,"93,759",146.4
48175,3.4,"56,758",88.6
48177,2.7,"48,425",75.6
48179,3.6,"52,543",82
48181,3.1,"57,439",89.7
48183,3.7,"53,137",83
48185,3.9,"51,651",80.6
48187,2.9,"78,801",123
48189,4.5,"49,187",76.8
48191,4.1,"35,940",56.1
48193,3,"52,505",82
48195,2.3,"58,703",91.7
48197,3,"40,057",62.5
48199,4.6,"62,616",97.8
48201,3.8,"61,638",96.2
48203,4,"55,171",86.1
48205,1.6,"72,796",113.7
48207,3.3,"38,613",60.3
48209,2.8,"72,890",113.8
48211,2.7,"71,299",111.3
48213,3.5,"49,896",77.9
48215,6.2,"41,656",65
48217,3.3,"53,210",83.1
48219,3,"51,149",79.9
48221,3.4,"74,534",116.4
48223,3.1,"50,332",78.6
48225,3.1,"43,601",68.1
48227,3.1,"61,112",95.4
48229,4.4,"39,309",61.4
48231,3.5,"57,513",89.8
48233,4.4,"57,936",90.5
48235,2.4,"68,630",107.2
48237,3.1,"55,358",86.4
48239,3,"55,800",87.1
48241,6.1,"47,252",73.8
48243,2.9,"53,362",83.3
48245,5.8,"55,173",86.1
48247,4.8,"38,788",60.6
48249,4.7,"44,444",69.4
48251,3.2,"66,538",103.9
48253,4.3,"51,094",79.8
48255,2.5,"54,843",85.6
48257,3.3,"75,009",117.1
48259,2.7,"94,899",148.2
48261,3.6,"46,132",72
48263,2.3,"52,591",82.1
48265,3,"57,789",90.2
48267,3.1,"44,757",69.9
48269,2.1,"71,256",111.3
48271,3.6,"47,076",73.5
48273,4.4,"47,169",73.7
48275,3.3,"40,808",63.7
48277,3.4,"47,061",73.5
48279,3.8,"42,719",66.7
48281,3.3,"58,817",91.8
48283,2.4,"41,683",65.1
48285,3,"52,632",82.2
48287,2.6,"59,250",92.5
48289,4.4,"50,522",78.9
48291,5,"53,274",83.2
48293,3.9,"43,644",68.1
48295,2.6,"65,388",102.1
48297,3.1,"54,163",84.6
48299,3.4,"55,617",86.8
48301,0.7,"88,487",138.2
48303,2.8,"54,733",85.5
48305,3,"45,737",71.4
48307,5.2,"43,262",67.6
48309,3.3,"51,078",79.8
48311,1.6,"68,349",106.7
48313,4.3,"46,274",72.3
48315,4.3,"37,876",59.1
48317,2.6,"68,745",107.3
48319,3.2,"54,914",85.7
48321,5.7,"49,276",76.9
48323,7.5,"40,017",62.5
48325,3.1,"60,695",94.8
48327,3.5,"38,425",60
48329,2.1,"85,811",134
48331,5,"48,989",76.5
48333,3.3,"46,876",73.2
48335,3.5,"44,457",69.4
48337,2.8,"53,649",83.8
48339,3.4,"88,833",138.7
48341,2.3,"55,099",86
48343,5.3,"43,304",67.6
48345,3.5,"40,217",62.8
48347,3.7,"46,207",72.1
48349,3.2,"48,649",76
48351,6.3,"45,890",71.7
48353,2.9,"46,389",72.4
48355,4.1,"56,079",87.6
48357,2.7,"62,567",97.7
48359,2.8,"59,404",92.8
48361,5.2,"62,976",98.3
48363,3.1,"50,159",78.3
48365,4,"56,882",88.8
48367,2.9,"82,501",128.8
48369,2.2,"50,607",79
48371,3.3,"52,763",82.4
48373,4.7,"50,416",78.7
48375,2.7,"41,138",64.2
48377,6.5,"33,499",52.3
48379,3,"65,657",102.5
48381,2.4,"70,694",110.4
48383,2.5,"67,384",105.2
48385,4,"40,834",63.8
48387,4.6,"41,325",64.5
48389,1.7,"48,990",76.5
48391,3.7,"46,883",73.2
48393,3.1,"70,705",110.4
48395,3.6,"47,016",73.4
48397,3.1,"105,763",165.1
48399,2.8,"48,650",76
48401,3.6,"56,036",87.5
48403,6.6,"43,778",68.4
48405,4.8,"40,094",62.6
48407,4.6,"42,633",66.6
48409,5.4,"57,302",89.5
48411,2.9,"46,061",71.9
48413,2.9,"53,286",83.2
48415,3.2,"56,299",87.9
48417,2.2,"65,095",101.6
48419,3.9,"39,708",62
48421,2.3,"55,473",86.6
48423,3.3,"59,538",93
48425,3.6,"67,897",106
48427,9.8,"32,516",50.8
48429,3.1,"46,658",72.9
48431,3.1,"66,790",104.3
48433,2.9,"48,267",75.4
48435,3.7,"63,427",99
48437,3.7,"44,388",69.3
48439,3.3,"70,130",109.5
48441,2.9,"54,465",85
48443,3.4,"45,677",71.3
48445,3.7,"42,953",67.1
48447,3.8,"42,746",66.7
48449,4.2,"49,924",78
48451,3,"54,774",85.5
48453,2.6,"80,690",126
48455,4.8,"43,788",68.4
48457,5.8,"48,254",75.3
48459,3.7,"53,078",82.9
48461,2.9,"58,908",92
48463,3.8,"44,690",69.8
48465,3.4,"45,034",70.3
48467,3.3,"55,554",86.7
48469,3.4,"57,344",89.5
48471,3.9,"47,519",74.2
48473,3.7,"61,822",96.5
48475,2.3,"61,396",95.9
48477,3.3,"59,039",92.2
48479,3.7,"52,576",82.1
48481,3.4,"49,901",77.9
48483,3,"58,544",91.4
48485,3.2,"51,535",80.5
48487,3.6,"42,570",66.5
48489,8.2,"35,821",55.9
48491,2.8,"92,661",144.7
48493,2.8,"76,905",120.1
48495,2.8,"64,894",101.3
48497,3.2,"70,468",110
48499,3.9,"56,945",88.9
48501,2.9,"62,636",97.8
48503,3,"52,643",82.2
48505,5.1,"36,069",56.3
48507,8.5,"32,538",50.8
49000,2.6,"75,705",100
49001,3,"58,309",77
49003,2.6,"69,380",91.6
49005,2.2,"63,180",83.5
49007,3.7,"52,110",68.8
49009,3.8,"63,433",83.8
49011,2.4,"87,610",115.7
49013,3.9,"59,437",78.5
49015,4,"61,893",81.8
49017,6.2,"54,625",72.2
49019,3.9,"53,535",70.7
49021,2.9,"58,307",77
49023,2.5,"66,056",87.3
49025,2.9,"55,887",73.8
49027,2.8,"59,069",78
49029,2.4,"101,943",134.7
49031,4.8,"42,196",55.7
49033,3.1,"64,583",85.3
49035,2.5,"79,941",105.6
49037,5.1,"49,438",65.3
49039,3.2,"54,648",72.2
49041,3.1,"58,983",77.9
49043,2.4,"112,482",148.6
49045,2.9,"80,196",105.9
49047,4.2,"62,541",82.6
49049,2.4,"79,505",105
49051,2.7,"92,136",121.7
49053,3,"64,388",85.1
49055,5.5,"50,555",66.8
49057,3,"71,835",94.9
50000,2.4,"63,293",100
50001,2.3,"73,574",116.2
50003,2.9,"56,948",90
50005,3,"50,942",80.5
50007,1.8,"76,483",120.8
50009,3.2,"45,796",72.4
50011,2.3,"65,056",102.8
50013,2.9,"68,364",108
50015,3.1,"60,555",95.7
50017,2.4,"59,758",94.4
50019,4.2,"48,826",77.1
50021,2.8,"51,903",82
50023,2.3,"65,879",104.1
50025,2.6,"52,068",82.3
50027,2.1,"61,843",97.7
51000,2.8,"76,471",100
51001,3.5,"47,335",61.9
51003,2.5,"86,332",112.9
51005,3.4,"53,341",69.8
51007,3.2,"60,096",78.6
51009,3.2,"56,218",73.5
51011,3.5,"54,609",71.4
51013,1.9,"118,986",155.6
51015,2.4,"63,621",83.2
51017,2.5,"54,385",71.1
51019,2.9,"66,591",87.1
51021,2.8,"49,023",64.1
51023,2.5,"74,178",97
51025,4.7,"43,835",57.3
51027,5.6,"36,881",48.2
51029,4.2,"47,202",61.7
51031,3.1,"48,984",64.1
51033,3.2,"64,647",84.5
51035,3.6,"45,698",59.8
51036,3.4,"56,465",73.8
51037,3.5,"43,001",56.2
51041,2.7,"81,641",106.8
51043,2.5,"85,567",111.9
51045,3.2,"53,319",69.7
51047,2.6,"79,739",104.3
51049,3,"52,005",68
51051,4.9,"37,161",48.6
51053,3.3,"58,474",76.5
51057,3.5,"53,538",70
51059,2.3,"127,898",167.3
51061,2.4,"103,827",135.8
51063,2.6,"52,277",68.4
51065,2.3,"75,089",98.2
51067,2.9,"61,878",80.9
51069,2.4,"83,672",109.4
51071,3.3,"53,111",69.5
51073,2.6,"71,715",93.8
51075,2.8,"100,444",131.3
51077,2.9,"41,312",54
51079,2.3,"73,345",95.9
51081,3.4,"47,315",61.9
51083,3.9,"42,619",55.7
51085,2.4,"90,824",118.8
51087,2.8,"68,975",90.2
51089,3.3,"41,908",54.8
51091,2.7,"45,917",60
51093,2.8,"78,749",103
51095,2.7,"92,773",121.3
51097,2.8,"54,185",70.9
51099,2.6,"85,657",112
51101,2.7,"73,035",95.5
51103,4.3,"55,072",72
51105,4.1,"35,878",46.9
51107,2.3,"151,806",198.5
51109,2.7,"64,135",83.9
51111,3.2,"44,860",58.7
51113,2.2,"66,397",86.8
51115,2.9,"69,112",90.4
51117,4,"43,128",56.4
51119,2.6,"58,834",76.9
51121,2.8,"58,740",76.8
51125,2.8,"55,804",73
51127,2.4,"102,619",134.2
51131,4.4,"45,235",59.2
51133,4.3,"60,385",79
51135,2.8,"45,913",60
51137,3,"71,691",93.7
51139,3.8,"52,877",69.1
51141,3.5,"43,568",57
51143,3.4,"51,682",67.6
51145,2.5,"94,293",123.3
51147,3.8,"44,586",58.3
51149,3.4,"74,518",97.4
51153,2.5,"106,208",138.9
51155,3.4,"54,086",70.7
51157,2.5,"79,086",103.4
51159,3,"49,758",65.1
51161,2.5,"71,742",93.8
51163,2.7,"58,501",76.5
51165,2.4,"67,242",87.9
51167,4.2,"40,345",52.8
51169,3.1,"41,288",54
51171,2.5,"59,087",77.3
51173,3.7,"41,964",54.9
51175,2.7,"62,327",81.5
51177,2.9,"90,262",118
51179,2.8,"109,090",142.7
51181,3.4,"59,069",77.2
51183,4.5,"45,134",59
51185,4.4,"43,619",57
51187,2.8,"69,878",91.4
51191,3.3,"52,387",68.5
51193,3.5,"54,885",71.8
51195,4.6,"42,372",55.4
51197,3.6,"48,543",63.5
51199,2.7,"91,535",119.7
51510,2.1,"102,589",134.2
51520,3.8,"37,678",49.3
51530,2.7,"44,752",58.5
51540,2.4,"58,717",76.8
51550,2.9,"77,361",101.2
51570,3.2,"57,688",75.4
51580,4.2,"41,842",54.7
51590,5,"36,073",47.2
51595,5,"38,631",50.5
51600,2.1,"106,430",139.2
51610,2,"137,849",180.3
51620,4,"45,433",59.4
51630,3.4,"62,121",81.2
51640,3.3,"37,229",48.7
51650,3.8,"55,816",73
51660,3.2,"48,189",63
51670,4.3,"38,293",50.1
51678,4.7,"54,204",70.9
51680,3.7,"50,612",66.2
51683,2.5,"84,405",110.4
51685,2.5,"83,145",108.7
51690,4.1,"37,814",49.4
51700,3.5,"53,022",69.3
51710,3.5,"52,437",68.6
51720,3.7,"38,062",49.8
51730,5.6,"40,240",52.6
51735,2.4,"98,217",128.4
51740,3.9,"50,411",65.9
51750,3.6,"41,530",54.3
51760,3.3,"50,949",66.6
51770,3,"45,534",59.5
51775,2.8,"54,888",71.8
51790,2.7,"54,296",71
51800,3,"77,847",101.8
51810,2.7,"78,491",102.6
51820,2.9,"44,619",58.3
51830,3.9,"56,569",74
51840,2.8,"60,254",78.8
53000,4.3,"78,674",100
53001,5.7,"53,535",68
53003,4.1,"54,776",69.6
53005,5.2,"72,847",92.6
53007,4.9,"59,838",76.1
53009,6.6,"57,571",73.2
53011,4.7,"80,407",102.2
53013,5.5,"56,338",71.6
53015,6,"57,316",72.9
53017,5.6,"63,086",80.2
53019,11.3,"47,463",60.3
53021,6.4,"63,575",80.8
53023,5.4,"54,555",69.3
53025,6.9,"57,152",72.6
53027,7.1,"59,346",75.4
53029,5,"72,173",91.7
53031,5.6,"60,556",77
53033,2.8,"102,338",130.1
53035,4.6,"79,268",100.8
53037,5.5,"59,172",75.2
53039,5.8,"60,567",77
53041,6.2,"58,525",74.4
53043,5,"60,849",77.3
53045,6.3,"63,689",81
53047,6.8,"44,777",56.9
53049,6.9,"50,521",64.2
53051,7.9,"51,950",66
53053,5.1,"78,779",100.1
53055,3.7,"69,113",87.8
53057,5.4,"67,551",85.9
53059,5.5,"69,163",87.9
53061,3,"89,119",113.3
53063,5.2,"59,976",76.2
53065,7,"55,000",69.9
53067,4.8,"77,890",99
53069,6.7,"61,123",77.7
53071,4.9,"60,202",76.5
53073,5,"68,656",87.3
53075,4.3,"45,906",58.3
53077,7,"55,674",70.8
54000,4.9,"48,659",100
54001,6,"39,710",81.6
54003,3.5,"63,012",129.5
54005,5.5,"43,697",89.8
54007,7.4,"39,651",81.5
54009,5.2,"50,900",104.6
54011,4.2,"42,125",86.6
54013,13,"37,307",76.7
54015,8.5,"41,923",86.2
54017,4.4,"50,642",104.1
54019,5.7,"41,430",85.1
54021,6.8,"40,373",83
54023,5.5,"47,400",97.4
54025,4.6,"43,564",89.5
54027,3.8,"54,811",112.6
54029,5.2,"51,017",104.8
54031,5.1,"46,658",95.9
54033,4.4,"53,909",110.8
54035,5,"50,808",104.4
54037,3.1,"75,225",154.6
54039,4.6,"48,334",99.3
54041,6.2,"46,895",96.4
54043,6.3,"43,198",88.8
54045,6,"38,533",79.2
54047,9.2,"29,106",59.8
54049,5.1,"51,300",105.4
54051,6.3,"53,145",109.2
54053,6,"47,753",98.1
54055,5.7,"41,794",85.9
54057,5.7,"49,704",102.1
54059,6.8,"34,698",71.3
54061,3.6,"55,652",114.4
54063,4.4,"44,655",91.8
54065,3.9,"50,660",104.1
54067,6.3,"40,023",82.3
54069,4.5,"50,390",103.6
54071,3.8,"43,451",89.3
54073,6.8,"54,972",113
54075,5.7,"39,454",81.1
54077,4.6,"50,821",104.4
54079,4.3,"66,991",137.7
54081,4.7,"45,386",93.3
54083,6,"46,285",95.1
54085,5.7,"46,131",94.8
54087,9.5,"41,671",85.6
54089,5.5,"37,000",76
54091,4.8,"48,294",99.2
54093,5.2,"47,222",97
54095,7.8,"48,345",99.4
54097,6,"45,074",92.6
54099,5.4,"42,095",86.5
54101,6.3,"34,385",70.7
54103,7.2,"46,824",96.2
54105,7.9,"48,627",99.9
54107,5.1,"49,209",101.1
54109,6.9,"42,761",87.9
55000,3.3,"64,177",100
55001,5.2,"53,156",82.8
55003,4.8,"47,202",73.5
55005,4,"54,372",84.7
55007,5.6,"58,065",90.5
55009,3.1,"65,494",102.1
55011,4.2,"58,407",91
55013,5.3,"51,519",80.3
55015,2.8,"80,354",125.2
55017,3.8,"60,713",94.6
55019,3.3,"54,296",84.6
55021,3.1,"69,219",107.9
55023,4.3,"51,919",80.9
55025,2.4,"77,828",121.3
55027,3,"61,730",96.2
55029,3.8,"64,217",100.1
55031,4.2,"55,651",86.7
55033,3.5,"61,506",95.8
55035,3.1,"64,972",101.2
55037,4.8,"58,270",90.8
55039,2.9,"65,905",102.7
55041,5.2,"48,964",76.3
55043,3.2,"56,418",87.9
55045,2.9,"64,319",100.2
55047,3.9,"59,458",92.6
55049,2.9,"67,390",105
55051,6.1,"48,813",76.1
55053,3.9,"57,247",89.2
55055,3.1,"71,098",110.8
55057,3.3,"55,787",86.9
55059,4,"66,460",103.6
55061,3.2,"65,879",102.7
55063,2.9,"59,758",93.1
55065,2.7,"59,128",92.1
55067,4.2,"49,597",77.3
55069,3.7,"60,728",94.6
55071,3.4,"61,326",95.6
55073,2.9,"66,092",103
55075,4.6,"54,404",84.8
55077,4,"56,790",88.5
55078,8,"40,300",62.8
55079,4,"53,505",83.4
55081,3,"60,296",94
55083,3.6,"66,401",103.5
55085,4.3,"62,765",97.8
55087,3,"66,994",104.4
55089,2.9,"90,446",140.9
55091,3.8,"62,675",97.7
55093,3.4,"75,368",117.4
55095,4.1,"63,910",99.6
55097,3.3,"58,248",90.8
55099,4.4,"48,761",76
55101,4.1,"61,691",96.1
55103,3.2,"51,295",79.9
55105,3.7,"61,624",96
55107,4.9,"49,860",77.7
55109,3.4,"87,098",135.7
55111,2.9,"63,752",99.3
55113,4.8,"53,908",84
55115,3.2,"58,982",91.9
55117,2.7,"62,108",96.8
55119,3.7,"52,419",81.7
55121,3.6,"61,687",96.1
55123,3.3,"56,272",87.7
55125,4.3,"55,576",86.6
55127,3.3,"64,682",100.8
55129,4.1,"52,735",82.2
55131,2.9,"81,928",127.7
55133,2.9,"91,070",141.9
55135,3.3,"61,773",96.3
55137,4.1,"55,476",86.4
55139,3,"59,643",92.9
55141,3.8,"57,325",89.3
56000,3.6,"66,152",100
56001,3.1,"52,216",78.9
56003,4.2,"53,018",80.1
56005,3.7,"83,997",127
56007,3.3,"61,626",93.2
56009,2.7,"72,481",109.6
56011,3.2,"64,120",96.9
56013,4.4,"57,953",87.6
56015,3.6,"55,540",84
56017,3.5,"52,344",79.1
56019,3.6,"57,224",86.5
56021,3.5,"69,613",105.2
56023,3.3,"71,269",107.7
56025,3.9,"66,104",99.9
56027,2.7,"48,513",73.3
56029,4,"59,494",89.9
56031,3.4,"57,425",86.8
56033,3.5,"64,030",96.8
56035,4.4,"78,055",118
56037,3.9,"80,639",121.9
56039,2.7,"98,837",149.4
56041,3.9,"70,756",107
56043,3.9,"55,122",83.3
56045,2.9,"59,410",89.8
72000,8.3,,
72001,15.3,,
72003,10.1,,
72005,10.2,,
72007,9.1,,
72009,10.5,,
72011,8.5,,
72013,9.5,,
72015,13.5,,
72017,11.3,,
72019,8.7,,
72021,6.3,,
72023,8.7,,
72025,6.8,,
72027,8.6,,
72029,6.6,,
72031,5.9,,
72033,7.2,,
72035,7,,
72037,10.4,,
72039,11,,
72041,6.8,,
72043,12.2,,
72045,8.9,,
72047,9.1,,
72049,3,,
72051,5.7,,
72053,10.7,,
72054,10.9,,
72055,14.8,,
72057,12.1,,
72059,13.8,,
72061,4.1,,
72063,5.7,,
72065,12.2,,
72067,8.6,,
72069,10.1,,
72071,9.1,,
72073,14.1,,
72075,10,,
72077,8.3,,
72079,12.8,,
72081,14.7,,
72083,11.6,,
72085,8.9,,
72087,7.6,,
72089,9.5,,
72091,8,,
72093,13.7,,
72095,15.1,,
72097,10.5,,
72099,10.4,,
72101,9.1,,
72103,8.9,,
72105,8.5,,
72107,10.3,,
72109,15.7,,
72111,14.1,,
72113,9.7,,
72115,11.6,,
72117,13.8,,
72119,7.3,,
72121,13,,
72123,14.5,,
72125,11.2,,
72127,5.5,,
72129,8.8,,
72131,13.6,,
72133,10.9,,
72135,5.7,,
72137,5.8,,
72139,4.8,,
72141,11.3,,
72143,8.1,,
72145,9.6,,
72147,6.9,,
72149,15.9,,
72151,13.1,,
72153,14.6,,