State,City,Year,Population,Violent Crime,Murder,Rape,Robbery,Aggravated assault,Property Crime,Burglary,Larceny Theft,Motor Vehicle Theft,Arson
KENTUCKY,LEXINGTON,2018.0,325579,504,17,118,229,140,5199,748,3926,525,23
KENTUCKY,LEXINGTON,2019.0,325579,395,10,79,156,150,4547,724,3383,440,26
LOUISIANA,BATON ROUGE,2018.0,224790,1025,44,46,335,600,5982,1438,4031,513,85
LOUISIANA,BATON ROUGE,2019.0,224790,1094,28,24,316,726,5420,1006,4059,355,53
LOUISIANA,LAFAYETTE,2018.0,127592,359,3,14,87,255,2941,512,2251,178,10
LOUISIANA,LAFAYETTE,2019.0,127592,330,9,7,63,251,2769,527,2077,165,15
LOUISIANA,NEW ORLEANS5,2018.0,396374,2244,90,338,612,1204,8287,956,5928,1403,
LOUISIANA,NEW ORLEANS5,2019.0,396374,2325,58,359,502,1406,10548,1017,8055,1476,
LOUISIANA,SHREVEPORT,2018.0,190808,805,17,68,168,552,4909,924,3556,429,44
LOUISIANA,SHREVEPORT,2019.0,190808,728,15,70,142,501,4282,787,3208,287,30
MARYLAND,BALTIMORE5,2018.0,605436,5143,133,188,2318,2504,12341,2829,7493,2019,81
MARYLAND,BALTIMORE5,2019.0,605436,5252,158,175,2217,2702,12402,2638,7841,1923,
MASSACHUSETTS,BOSTON,2018.0,694673,2129,26,133,601,1369,6504,942,5031,531,
MASSACHUSETTS,BOSTON,2019.0,694673,1937,22,113,440,1362,6103,763,4843,497,
MASSACHUSETTS,CAMBRIDGE,2018.0,114881,151,0,11,44,96,907,123,750,34,6
MASSACHUSETTS,CAMBRIDGE,2019.0,114881,157,1,7,21,128,943,70,822,51,3
MASSACHUSETTS,LOWELL,2018.0,111989,157,3,8,48,98,812,191,536,85,8
MASSACHUSETTS,LOWELL,2019.0,111989,204,2,10,40,152,747,145,508,94,9
MASSACHUSETTS,SPRINGFIELD,2018.0,155179,762,10,54,237,461,1890,445,1232,213,12
MASSACHUSETTS,SPRINGFIELD,2019.0,155179,628,7,35,158,428,1817,323,1291,203,20
MASSACHUSETTS,WORCESTER,2018.0,186188,645,1,31,151,462,1964,420,1387,157,6
MASSACHUSETTS,WORCESTER,2019.0,186188,544,3,19,104,418,1800,400,1251,149,0
MICHIGAN,ANN ARBOR,2018.0,122571,132,2,32,17,81,858,104,729,25,3
MICHIGAN,ANN ARBOR,2019.0,122571,153,2,41,23,87,1008,71,895,42,2
MICHIGAN,CLINTON TOWNSHIP,2018.0,101279,157,1,32,8,116,685,75,523,87,7
MICHIGAN,CLINTON TOWNSHIP,2019.0,101279,123,0,17,11,95,596,59,473,64,4
MICHIGAN,DETROIT,2018.0,671275,6290,127,494,1116,4553,13786,3421,7193,3172,424
MICHIGAN,DETROIT,2019.0,671275,5956,116,449,990,4401,12786,3123,6693,2970,374
MICHIGAN,LANSING,2018.0,117380,658,2,73,86,497,1613,385,1059,169,15
MICHIGAN,LANSING,2019.0,117380,642,3,63,75,501,1482,314,1002,166,11
MICHIGAN,STERLING HEIGHTS,2018.0,133055,127,1,21,8,97,668,68,547,53,1
MICHIGAN,STERLING HEIGHTS,2019.0,133055,68,0,13,7,48,599,57,484,58,6
MICHIGAN,WARREN,2018.0,135160,336,0,66,58,212,1377,285,798,294,4
MICHIGAN,WARREN,2019.0,135160,340,1,39,42,258,1147,266,696,185,10
MINNESOTA,MINNEAPOLIS6,2018.0,428261,1733,14,237,575,907,7684,1312,5317,1055,38
MINNESOTA,MINNEAPOLIS6,2019.0,428261,1697,14,224,512,947,8557,1390,5871,1296,34
MINNESOTA,ROCHESTER6,2018.0,117037,125,4,39,19,63,1048,139,857,52,1
MINNESOTA,ROCHESTER6,2019.0,117037,100,0,26,17,57,1033,136,839,58,1
MINNESOTA,ST. PAUL,2018.0,309756,907,4,139,258,506,4685,813,2620,1252,55
MINNESOTA,ST. PAUL,2019.0,309756,783,11,105,243,424,5153,960,3017,1176,46
MISSISSIPPI,JACKSON7,2018.0,166024,,46,,202,284,3825,955,2361,509,30
MISSISSIPPI,JACKSON7,2019.0,166024,,48,,203,338,3456,815,2211,430,42
MISSOURI,COLUMBIA,2018.0,123586,179,3,45,38,93,1556,204,1216,136,4
MISSOURI,COLUMBIA,2019.0,123586,188,6,33,37,112,1512,224,1130,158,
MISSOURI,INDEPENDENCE6,2018.0,117368,248,9,27,50,162,3087,384,2063,640,8
MISSOURI,INDEPENDENCE6,2019.0,117368,339,0,53,52,234,2543,257,1778,508,8
MISSOURI,SPRINGFIELD,2018.0,168537,1013,4,162,136,711,5539,905,3950,684,26
MISSOURI,SPRINGFIELD,2019.0,168537,1316,7,191,149,969,5798,937,4120,741,
MISSOURI,ST. LOUIS,2018.0,306875,2724,85,151,652,1836,8476,1282,6001,1193,89
MISSOURI,ST. LOUIS,2019.0,306875,2750,92,115,680,1863,8224,1382,5454,1388,90
MONTANA,BILLINGS,2018.0,110397,273,1,29,53,190,2685,334,1962,389,9
MONTANA,BILLINGS,2019.0,110397,359,6,36,46,271,2248,274,1663,311,5
NEBRASKA,LINCOLN,2018.0,288589,510,2,142,67,299,3884,589,3118,177,19
NEBRASKA,LINCOLN,2019.0,288589,509,2,156,73,278,3805,474,3091,240,
NEBRASKA,OMAHA,2018.0,469351,1259,14,215,187,843,7312,824,5125,1363,
NEBRASKA,OMAHA,2019.0,469351,1378,9,199,233,937,8138,730,5794,1614,
NEVADA,HENDERSON,2018.0,309586,267,4,34,93,136,3063,543,2155,365,9
NEVADA,HENDERSON,2019.0,309586,238,6,36,79,117,2862,447,2121,294,8
NEVADA,LAS VEGAS METROPOLITAN POLICE DEPARTMENT,2018.0,1644390,5129,68,766,1367,2928,23599,6152,13414,4033,51
NEVADA,LAS VEGAS METROPOLITAN POLICE DEPARTMENT,2019.0,1644390,4397,40,713,1094,2550,22677,5289,13746,3642,64
NEVADA,NORTH LAS VEGAS,2018.0,246951,1148,13,74,202,859,2774,693,1467,614,7
NEVADA,NORTH LAS VEGAS,2019.0,246951,1312,9,72,214,1017,2319,641,1207,471,9
NEVADA,RENO,2018.0,252341,759,2,89,140,528,3088,484,2082,522,6
NEVADA,RENO,2019.0,252341,739,6,76,149,508,2836,398,1874,564,7
NEVADA,SPARKS,2018.0,102354,245,1,30,54,160,1197,273,761,163,10
NEVADA,SPARKS,2019.0,102354,246,0,45,44,157,1205,264,754,187,3
NEW HAMPSHIRE,MANCHESTER,2018.0,111422,322,0,35,65,222,1300,155,1067,78,10
NEW HAMPSHIRE,MANCHESTER,2019.0,111422,303,3,29,65,206,1152,135,936,81,3
NEW JERSEY,EDISON TOWNSHIP,2018.0,101309,52,1,2,18,31,564,85,439,40,2
NEW JERSEY,EDISON TOWNSHIP,2019.0,101309,40,1,4,8,27,626,62,520,44,1
NEW JERSEY,ELIZABETH,2018.0,129080,395,3,23,156,213,1927,297,1227,403,5
NEW JERSEY,ELIZABETH,2019.0,129080,438,3,31,173,231,1886,169,1345,372,1
NEW JERSEY,JERSEY CITY,2018.0,270175,535,7,39,198,291,2260,529,1454,277,7
NEW JERSEY,JERSEY CITY,2019.0,270175,623,4,40,169,410,2401,453,1634,314,6
NEW JERSEY,LAKEWOOD TOWNSHIP,2018.0,102915,48,0,1,5,42,369,72,270,27,5
NEW JERSEY,LAKEWOOD TOWNSHIP,2019.0,102915,62,1,5,17,39,433,110,308,15,2
NEW JERSEY,NEWARK,2018.0,282258,999,36,74,331,558,2877,431,1297,1149,25
NEW JERSEY,NEWARK,2019.0,282258,883,29,62,311,481,2312,367,1168,777,6
NEW JERSEY,PATERSON,2018.0,146893,494,4,24,229,237,1825,384,1198,243,4
NEW JERSEY,PATERSON,2019.0,146893,569,4,28,218,319,1678,491,974,213,16
NEW JERSEY,WOODBRIDGE TOWNSHIP,2018.0,100884,64,0,4,15,45,647,65,543,39,4
NEW JERSEY,WOODBRIDGE TOWNSHIP,2019.0,100884,65,0,5,12,48,677,42,567,68,1
NEW MEXICO,ALBUQUERQUE,2018.0,560235,3905,40,248,1050,2567,17946,3220,11079,3647,57
NEW MEXICO,ALBUQUERQUE,2019.0,560235,3284,41,235,690,2318,15338,2926,9657,2755,40
NEW MEXICO,LAS CRUCES,2018.0,102203,194,3,18,19,154,1822,274,1423,125,3
NEW MEXICO,LAS CRUCES,2019.0,102203,256,6,36,23,191,1598,182,1287,129,1
NEW YORK,AMHERST TOWN,2018.0,121343,79,0,12,25,42,780,88,679,13,1
NEW YORK,AMHERST TOWN,2019.0,121343,55,1,6,20,28,826,81,732,13,2
NEW YORK,BUFFALO,2018.0,258219,1289,24,92,416,757,4497,1052,2986,459,77
NEW YORK,BUFFALO,2019.0,258219,1115,17,62,316,720,3643,711,2639,293,63
NEW YORK,NEW YORK,2018.0,8523171,22436,156,1451,6223,14606,59974,5084,52426,2464,
NEW YORK,NEW YORK,2019.0,8523171,22216,142,1391,5838,14845,57521,4425,50911,2185,
NEW YORK,ROCHESTER,2018.0,207701,744,15,66,239,424,3154,511,2374,269,30
NEW YORK,ROCHESTER,2019.0,207701,705,14,48,191,452,3190,535,2351,304,21
NEW YORK,SYRACUSE,2018.0,143129,409,13,43,107,246,1874,331,1350,193,18
NEW YORK,SYRACUSE,2019.0,143129,542,10,53,109,370,2027,351,1413,263,24
NEW YORK,YONKERS,2018.0,202827,371,1,16,108,246,837,136,630,71,2
NEW YORK,YONKERS,2019.0,202827,323,3,24,77,219,800,106,632,62,3
"NORTH CAROLINA 5, 6, 8",CARY,2018.0,170518,,0,,22,42,782,137,626,19,3
"NORTH CAROLINA 5, 6, 8",CARY,2019.0,170518,56,0,6,19,31,703,93,578,32,0
"NORTH CAROLINA 5, 6, 8",CHARLOTTE-MECKLENBURG5,2018.0,931235,,28,,833,1914,,,12430,1423,74
"NORTH CAROLINA 5, 6, 8",CHARLOTTE-MECKLENBURG5,2019.0,931235,3319,53,134,851,2281,,,12572,1447,78
"NORTH CAROLINA 5, 6, 8",DURHAM,2018.0,273759,,13,,276,470,4433,1103,3005,325,19
"NORTH CAROLINA 5, 6, 8",DURHAM,2019.0,273759,965,22,64,299,580,5044,960,3747,337,16
"NORTH CAROLINA 5, 6, 8",FAYETTEVILLE5,2018.0,210117,,9,,98,648,3712,763,2769,180,
"NORTH CAROLINA 5, 6, 8",FAYETTEVILLE5,2019.0,210117,866,11,53,120,682,3398,549,2686,163,30
"NORTH CAROLINA 5, 6, 8",GREENSBORO,2018.0,293298,,23,,259,555,4605,945,3331,329,53
"NORTH CAROLINA 5, 6, 8",GREENSBORO,2019.0,293298,1259,21,50,309,879,5651,1138,4050,463,42
"NORTH CAROLINA 5, 6, 8",HIGH POINT5,2018.0,112526,,8,,54,248,1798,299,1362,137,
"NORTH CAROLINA 5, 6, 8",HIGH POINT5,2019.0,112526,353,10,20,47,276,1771,274,1318,179,9
"NORTH CAROLINA 5, 6, 8",WILMINGTON,2018.0,120920,,4,,65,271,1696,464,1126,106,6
"NORTH CAROLINA 5, 6, 8",WILMINGTON,2019.0,120920,373,3,29,51,290,1575,335,1138,102,9
NORTH DAKOTA,FARGO,2018.0,124906,246,3,53,33,157,1840,319,1373,148,5
NORTH DAKOTA,FARGO,2019.0,124906,281,3,62,42,174,1909,394,1327,188,14
OHIO,AKRON,2018.0,197690,756,12,112,170,462,3405,807,2233,365,29
OHIO,AKRON,2019.0,197690,895,14,72,159,650,2949,736,1956,257,34
OHIO,CINCINNATI5,2018.0,301952,1148,34,155,417,542,6624,1400,4543,681,
OHIO,CINCINNATI5,2019.0,301952,1192,24,129,375,664,5982,1234,4187,561,
OHIO,CLEVELAND,2018.0,384666,3019,40,256,1068,1655,7982,2079,4370,1533,77
OHIO,CLEVELAND,2019.0,384666,2703,35,220,843,1605,7762,2095,4393,1274,73
OHIO,COLUMBUS5,2018.0,892576,2202,60,461,879,802,15219,3126,10036,2057,
OHIO,COLUMBUS5,2019.0,892576,2122,49,372,823,878,14128,2676,9527,1925,
OHIO,DAYTON,2018.0,140094,670,16,88,206,360,2994,812,1800,382,24
OHIO,DAYTON,2019.0,140094,630,10,93,151,376,2635,701,1573,361,3
OHIO,"TOLEDO5, 9",2018.0,275023,1093,23,106,285,679,5033,1279,3441,313,
OHIO,"TOLEDO5, 9",2019.0,275023,1183,16,91,290,786,4462,1132,3015,315,
OKLAHOMA,BROKEN ARROW,2018.0,109663,69,1,30,6,32,1140,157,889,94,3
OKLAHOMA,BROKEN ARROW,2019.0,109663,71,0,19,13,39,968,139,763,66,4
OKLAHOMA,NORMAN,2018.0,124577,172,2,42,25,103,1729,280,1283,166,4
OKLAHOMA,NORMAN,2019.0,124577,162,0,39,22,101,1538,219,1155,164,3
OKLAHOMA,OKLAHOMA CITY6,2018.0,652936,2708,34,264,491,1919,12384,3050,7689,1645,28
OKLAHOMA,OKLAHOMA CITY6,2019.0,652936,2290,31,212,437,1610,12562,2768,8031,1763,34
OKLAHOMA,TULSA,2018.0,403147,1993,21,192,366,1414,10792,2359,6812,1621,97
OKLAHOMA,TULSA,2019.0,403147,1993,29,160,333,1471,10031,2270,6412,1349,91
OREGON,EUGENE,2018.0,170771,322,1,65,93,163,2754,403,2088,263,21
OREGON,EUGENE,2019.0,170771,304,2,62,79,161,2777,434,2080,263,16
OREGON,GRESHAM,2018.0,111797,218,0,34,53,131,1906,237,1019,650,4
OREGON,GRESHAM,2019.0,111797,227,1,40,54,132,1733,204,1009,520,16
OREGON,HILLSBORO,2018.0,109121,168,0,38,36,94,1034,95,829,110,4
OREGON,HILLSBORO,2019.0,109121,136,0,41,28,67,1065,85,868,112,7
OREGON,PORTLAND10,2018.0,657260,1707,10,245,526,926,18043,2181,12459,3403,
OREGON,PORTLAND10,2019.0,657260,1736,16,188,470,1062,16789,2125,11423,3241,119
OREGON,SALEM,2018.0,172022,398,2,35,99,262,3739,407,2809,523,22
OREGON,SALEM,2019.0,172022,312,0,17,66,229,3256,341,2511,404,23
PENNSYLVANIA,ALLENTOWN,2018.0,121743,187,4,25,81,77,1336,203,998,135,4
PENNSYLVANIA,ALLENTOWN,2019.0,121743,230,4,32,76,118,1261,261,907,93,4
PENNSYLVANIA,PHILADELPHIA,2018.0,1586916,6956,148,536,2481,3791,23172,3036,17491,2645,212
PENNSYLVANIA,PHILADELPHIA,2019.0,1586916,7224,163,494,2576,3991,22884,2789,17489,2606,226
PENNSYLVANIA,PITTSBURGH,2018.0,302544,827,30,54,329,414,4159,636,3201,322,52
PENNSYLVANIA,PITTSBURGH,2019.0,302544,784,18,83,274,409,3648,577,2780,291,50
RHODE ISLAND,PROVIDENCE,2018.0,180169,428,5,62,119,242,2829,393,2114,322,8
RHODE ISLAND,PROVIDENCE,2019.0,180169,384,5,51,96,232,2302,321,1766,215,2
SOUTH CAROLINA,CHARLESTON,2018.0,137092,176,4,19,34,119,1408,137,1109,162,3
SOUTH CAROLINA,CHARLESTON,2019.0,137092,254,4,24,41,185,1333,157,992,184,3
SOUTH CAROLINA,COLUMBIA,2018.0,133540,524,7,54,104,359,3455,479,2567,409,17
SOUTH CAROLINA,COLUMBIA,2019.0,133540,467,11,35,106,315,3109,456,2327,326,6
SOUTH DAKOTA,SIOUX FALLS,2018.0,180335,371,3,51,54,263,2447,299,1887,261,16
SOUTH DAKOTA,SIOUX FALLS,2019.0,180335,352,0,38,24,290,2026,244,1532,250,13
TENNESSEE,CHATTANOOGA,2018.0,180397,919,8,78,168,665,5238,705,3831,702,3
TENNESSEE,CHATTANOOGA,2019.0,180397,918,11,78,98,731,4605,571,3505,529,20
TENNESSEE,CLARKSVILLE,2018.0,156264,510,12,55,64,379,2232,299,1772,161,12
TENNESSEE,CLARKSVILLE,2019.0,156264,460,6,39,48,367,2241,263,1747,231,6
TENNESSEE,KNOXVILLE,2018.0,188653,798,16,71,153,558,4465,657,3272,536,5
TENNESSEE,KNOXVILLE,2019.0,188653,630,10,88,120,412,3888,556,2875,457,3
TENNESSEE,MEMPHIS,2018.0,652226,6085,76,254,1410,4345,20155,4118,13777,2260,135
TENNESSEE,MEMPHIS,2019.0,652226,6238,90,216,1150,4782,19088,3733,13482,1873,163
TENNESSEE,METROPOLITAN NASHVILLE POLICE DEPARTMENT,2018.0,686492,3683,40,232,944,2467,12776,1687,9631,1458,25
TENNESSEE,METROPOLITAN NASHVILLE POLICE DEPARTMENT,2019.0,686492,3404,30,204,923,2247,12825,1667,9810,1348,22
TENNESSEE,MURFREESBORO,2018.0,140702,322,7,46,56,213,2077,296,1648,133,4
TENNESSEE,MURFREESBORO,2019.0,140702,269,1,31,48,189,1959,282,1559,118,3
TEXAS,ABILENE,2018.0,122480,272,2,60,38,172,1848,417,1304,127,1
TEXAS,ABILENE,2019.0,122480,252,2,44,35,171,1566,265,1198,103,4
TEXAS,ALLEN,2018.0,103168,60,0,18,11,31,610,64,522,24,0
TEXAS,ALLEN,2019.0,103168,48,0,11,10,27,547,47,472,28,0
TEXAS,AMARILLO,2018.0,201082,786,5,106,136,539,4195,731,3017,447,17
TEXAS,AMARILLO,2019.0,201082,767,7,90,134,536,3804,737,2581,486,21
TEXAS,ARLINGTON,2018.0,400920,918,4,116,187,611,6085,804,4660,621,7
TEXAS,ARLINGTON,2019.0,400920,957,8,116,184,649,5498,611,4281,606,9
TEXAS,AUSTIN6,2018.0,973344,1915,16,407,515,977,15268,1984,12088,1196,36
TEXAS,AUSTIN6,2019.0,973344,1899,13,281,437,1168,17563,1950,14206,1407,56
TEXAS,BEAUMONT,2018.0,119368,636,5,54,173,404,2222,483,1528,211,18
TEXAS,BEAUMONT,2019.0,119368,588,8,41,141,398,2118,473,1496,149,11
TEXAS,BROWNSVILLE,2018.0,184461,313,2,12,75,224,2559,288,2207,64,5
TEXAS,BROWNSVILLE,2019.0,184461,368,0,0,69,299,2231,307,1860,64,8
TEXAS,CARROLLTON,2018.0,138216,93,2,26,29,36,1130,187,826,117,0
TEXAS,CARROLLTON,2019.0,138216,97,1,15,37,44,1052,152,764,136,1
TEXAS,COLLEGE STATION,2018.0,116565,114,1,29,15,69,1226,134,1028,64,0
TEXAS,COLLEGE STATION,2019.0,116565,120,1,23,22,74,1133,205,834,94,0
TEXAS,CORPUS CHRISTI6,2018.0,328614,1214,14,147,239,814,5993,1083,4465,445,34
TEXAS,CORPUS CHRISTI6,2019.0,328614,1220,11,126,229,854,5450,923,4127,400,28
TEXAS,DALLAS,2018.0,1362465,4763,81,434,1744,2504,21200,4773,11987,4440,106
TEXAS,DALLAS,2019.0,1362465,5801,109,395,2188,3109,22995,4993,12795,5207,70
TEXAS,DENTON,2018.0,139262,203,2,59,46,96,1743,213,1404,126,1
TEXAS,DENTON,2019.0,139262,191,1,69,44,77,1615,193,1308,114,0
TEXAS,EL PASO,2018.0,688442,1247,6,202,180,859,5187,564,4249,374,6
TEXAS,EL PASO,2019.0,688442,1200,9,175,176,840,4909,541,3972,396,24
TEXAS,FRISCO,2018.0,187889,90,1,28,11,50,1226,125,1046,55,1
TEXAS,FRISCO,2019.0,187889,78,1,25,15,37,1257,131,1068,58,5
TEXAS,GARLAND,2018.0,239577,333,7,52,119,155,3050,542,2100,408,10
TEXAS,GARLAND,2019.0,239577,354,10,68,121,155,3363,508,2408,447,5
TEXAS,GRAND PRAIRIE,2018.0,196535,241,3,48,64,126,2087,289,1566,232,8
TEXAS,GRAND PRAIRIE,2019.0,196535,216,4,33,75,104,1936,240,1444,252,8
TEXAS,HOUSTON5,2018.0,2344966,12194,139,609,4415,7031,46206,7939,32589,5678,
TEXAS,HOUSTON5,2019.0,2344966,11832,129,609,4309,6785,48251,8360,33863,6028,
TEXAS,IRVING,2018.0,243940,242,6,32,98,106,2827,377,2134,316,9
TEXAS,IRVING,2019.0,243940,292,2,23,158,109,2887,329,2228,330,6
TEXAS,KILLEEN,2018.0,148007,292,3,67,79,143,1703,465,1119,119,17
TEXAS,KILLEEN,2019.0,148007,296,5,59,61,171,1594,411,1025,158,16
TEXAS,LAREDO6,2018.0,264214,443,6,77,76,284,3170,351,2732,87,18
TEXAS,LAREDO6,2019.0,264214,451,2,55,84,310,2442,395,1908,139,25
TEXAS,LEAGUE CITY,2018.0,108275,44,1,19,9,15,883,90,723,70,8
TEXAS,LEAGUE CITY,2019.0,108275,63,1,27,6,29,725,83,600,42,1
TEXAS,LUBBOCK,2018.0,257372,1235,5,114,229,887,5543,1098,3823,622,34
TEXAS,LUBBOCK,2019.0,257372,1261,7,134,234,886,5584,1189,3840,555,37
TEXAS,MCALLEN,2018.0,144363,57,0,20,14,23,1961,97,1841,23,2
TEXAS,MCALLEN,2019.0,144363,76,0,19,18,39,1725,66,1646,13,2
TEXAS,MCKINNEY,2018.0,189555,160,0,35,46,79,1009,119,813,77,7
TEXAS,MCKINNEY,2019.0,189555,133,1,32,20,80,939,125,742,72,5
TEXAS,MESQUITE,2018.0,144558,313,4,29,109,171,2646,404,1773,469,4
TEXAS,MESQUITE,2019.0,144558,335,5,26,110,194,2514,321,1800,393,3
TEXAS,MIDLAND,2018.0,140072,179,3,34,25,117,1339,193,1002,144,11
TEXAS,MIDLAND,2019.0,140072,201,2,35,20,144,1749,175,1363,211,1
TEXAS,ODESSA,2018.0,119545,536,3,48,50,435,1453,239,1028,186,5
TEXAS,ODESSA,2019.0,119545,603,3,72,55,473,1644,213,1212,219,8
TEXAS,PASADENA6,2018.0,154101,355,3,56,90,206,1792,267,1356,169,4
TEXAS,PASADENA6,2019.0,154101,393,1,44,85,263,1876,281,1357,238,4
TEXAS,PEARLAND,2018.0,124179,70,0,11,15,44,887,104,734,49,3
TEXAS,PEARLAND,2019.0,124179,52,3,16,20,13,1053,141,866,46,1
TEXAS,RICHARDSON6,2018.0,119480,67,2,5,25,35,1224,188,932,104,3
TEXAS,RICHARDSON6,2019.0,119480,84,1,12,31,40,1177,171,882,124,0
TEXAS,ROUND ROCK,2018.0,127354,79,1,20,13,45,1170,156,988,26,2
TEXAS,ROUND ROCK,2019.0,127354,77,1,10,28,38,1160,70,1065,25,2
TEXAS,SAN ANGELO,2018.0,101084,198,1,52,24,121,1611,280,1221,110,1
TEXAS,SAN ANGELO,2019.0,101084,176,4,30,13,129,1576,260,1202,114,6
TEXAS,SAN ANTONIO,2018.0,1539328,4916,58,680,873,3305,30590,4642,22993,2955,88
TEXAS,SAN ANTONIO,2019.0,1539328,5171,53,717,926,3475,32384,4142,24750,3492,88
TEXAS,TYLER,2018.0,106159,178,0,32,28,118,1375,179,1131,65,0
TEXAS,TYLER,2019.0,106159,191,0,33,22,136,1555,215,1258,82,0
TEXAS,WACO,2018.0,138091,376,2,56,57,261,2385,576,1651,158,11
TEXAS,WACO,2019.0,138091,377,5,52,53,267,2247,404,1703,140,4
TEXAS,WICHITA FALLS,2018.0,104738,199,4,45,67,83,1523,304,1120,99,0
TEXAS,WICHITA FALLS,2019.0,104738,186,3,48,34,101,1495,258,1134,103,1
UTAH,PROVO,2018.0,117986,115,1,42,9,63,1012,120,823,69,2
UTAH,PROVO,2019.0,117986,74,1,26,5,42,795,80,667,48,1
UTAH,SALT LAKE CITY,2018.0,202633,718,3,125,201,389,5969,817,4417,735,13
UTAH,SALT LAKE CITY,2019.0,202633,673,7,119,191,356,5395,608,4161,626,13
UTAH,WEST JORDAN,2018.0,115392,130,0,24,26,80,1492,165,1169,158,1
UTAH,WEST JORDAN,2019.0,115392,112,0,13,11,88,1187,132,969,86,0
UTAH,WEST VALLEY,2018.0,137132,488,6,93,79,310,2446,409,1616,421,9
UTAH,WEST VALLEY,2019.0,137132,474,4,88,71,311,2055,310,1434,311,8
VIRGINIA,ALEXANDRIA,2018.0,162588,125,1,16,36,72,1082,59,863,160,3
VIRGINIA,ALEXANDRIA,2019.0,162588,137,1,7,44,85,1057,41,857,159,2
VIRGINIA,CHESAPEAKE,2018.0,242310,506,1,55,70,380,2404,332,1933,139,5
VIRGINIA,CHESAPEAKE,2019.0,242310,524,3,51,76,394,2427,253,2039,135,7
VIRGINIA,NEWPORT NEWS,2018.0,178734,445,16,49,100,280,2586,412,1949,225,17
VIRGINIA,NEWPORT NEWS,2019.0,178734,472,8,27,78,359,2097,228,1711,158,21
VIRGINIA,NORFOLK,2018.0,244347,554,20,63,144,327,3994,321,3295,378,8
VIRGINIA,NORFOLK,2019.0,244347,601,13,70,140,378,3850,439,3070,341,5
VIRGINIA,ROANOKE,2018.0,100042,208,5,26,53,124,2009,257,1605,147,10
VIRGINIA,ROANOKE,2019.0,100042,209,6,28,45,130,2069,226,1664,179,8
VIRGINIA,VIRGINIA BEACH,2018.0,451001,275,6,36,89,144,3650,298,3107,245,20
VIRGINIA,VIRGINIA BEACH,2019.0,451001,250,15,42,87,106,3615,241,3099,275,15
WASHINGTON,BELLEVUE,2018.0,146913,95,0,14,34,47,2230,255,1814,161,8
WASHINGTON,BELLEVUE,2019.0,146913,107,1,15,36,55,2032,206,1688,138,2
WASHINGTON,EVERETT,2018.0,111091,182,1,23,50,108,2444,349,1561,534,6
WASHINGTON,EVERETT,2019.0,111091,168,4,20,38,106,1965,220,1380,365,7
WASHINGTON,KENT,2018.0,129870,238,4,47,101,86,3065,409,2120,536,9
WASHINGTON,KENT,2019.0,129870,221,1,45,101,74,2647,418,1750,479,3
WASHINGTON,SPOKANE,2018.0,218222,814,4,190,109,511,7490,978,5698,814,19
WASHINGTON,SPOKANE,2019.0,218222,761,2,125,136,498,6308,856,4821,631,25
WISCONSIN,GREEN BAY,2018.0,105281,247,1,43,25,178,817,106,663,48,3
WISCONSIN,GREEN BAY,2019.0,105281,242,2,35,27,178,812,109,640,63,3
WISCONSIN,MADISON,2018.0,258455,501,2,57,90,352,2922,416,2264,242,5
WISCONSIN,MADISON,2019.0,258455,434,0,49,97,288,2834,428,2134,272,5
WISCONSIN,MILWAUKEE,2018.0,595619,4190,53,284,1080,2773,8606,1967,4266,2373,88
WISCONSIN,MILWAUKEE,2019.0,595619,3429,44,169,761,2455,6241,1389,3325,1527,84
